Episode,Reward,Duration,Steps,Success,RollingAvgReward,SuccessRate
1,-5,00,911,87,0,0,-5,00,0,00
2,10,00,313,45,0,1,2,50,50,00
3,10,00,330,73,0,1,5,00,66,67
4,10,00,49,03,0,1,6,25,75,00
5,10,00,107,28,0,1,7,00,80,00
6,10,00,285,92,0,1,7,50,83,33
7,10,00,403,76,0,1,7,86,85,71
8,10,00,454,44,0,1,8,13,87,50
9,10,00,431,11,0,1,8,33,88,89
10,-5,00,531,39,0,0,7,00,80,00
11,10,00,388,49,0,1,7,27,81,82
12,10,00,39,55,0,1,7,50,83,33
13,-5,00,710,35,0,0,6,54,76,92
14,-5,00,490,65,0,0,5,71,71,43
15,10,00,475,44,0,1,6,00,73,33
16,10,00,56,85,0,1,6,25,75,00
17,10,00,89,58,0,1,6,47,76,47
18,10,00,273,58,0,1,6,67,77,78
19,10,00,72,50,0,1,6,84,78,95
20,10,00,7,00,0,1,7,00,80,00
21,-5,00,392,71,0,0,6,43,76,19
22,10,00,58,87,0,1,6,59,77,27
23,-5,00,483,94,0,0,6,09,73,91
24,10,00,392,87,0,1,6,25,75,00
25,-5,00,683,85,0,0,5,80,72,00
26,10,00,42,84,0,1,5,96,73,08
27,10,00,69,45,0,1,6,11,74,07
28,10,00,205,50,0,1,6,25,75,00
29,10,00,173,65,0,1,6,38,75,86
30,10,00,255,51,0,1,6,50,76,67
31,10,00,193,14,0,1,6,61,77,42
32,-5,00,1065,76,0,0,6,25,75,00
33,10,00,281,53,0,1,6,36,75,76
34,10,00,80,60,0,1,6,47,76,47
35,-5,00,670,00,0,0,6,14,74,29
36,10,00,413,95,0,1,6,25,75,00
37,10,00,49,00,0,1,6,35,75,68
38,-5,00,450,15,0,0,6,05,73,68
39,-5,00,490,08,0,0,5,77,71,79
40,10,00,91,44,0,1,5,88,72,50
41,10,00,165,34,0,1,5,98,73,17
42,-5,00,521,74,0,0,5,71,71,43
43,-5,00,218,79,0,0,5,47,69,77
44,10,00,223,87,0,1,5,57,70,45
45,-5,00,358,29,0,0,5,33,68,89
46,-5,00,323,26,0,0,5,11,67,39
47,10,00,581,59,0,1,5,21,68,09
48,-5,00,282,04,0,0,5,00,66,67
49,10,00,143,61,0,1,5,10,67,35
50,-5,00,573,79,0,0,4,90,66,00
51,10,00,118,35,0,1,5,00,66,67
52,-5,00,305,85,0,0,4,81,65,38
53,10,00,176,37,0,1,4,91,66,04
54,-5,00,415,85,0,0,4,72,64,81
55,10,00,58,34,0,1,4,82,65,45
56,-5,00,500,64,0,0,4,64,64,29
57,10,00,80,91,0,1,4,74,64,91
58,10,00,285,45,0,1,4,83,65,52
59,10,00,117,86,0,1,4,92,66,10
60,10,00,317,14,0,1,5,00,66,67
61,-5,00,394,75,0,0,4,84,65,57
62,-5,00,546,40,0,0,4,68,64,52
63,10,00,381,54,0,1,4,76,65,08
64,10,00,81,71,0,1,4,84,65,63
65,10,00,270,86,0,1,4,92,66,15
66,-5,00,520,85,0,0,4,77,65,15
67,10,00,175,88,0,1,4,85,65,67
68,10,00,67,48,0,1,4,93,66,18
69,10,00,96,52,0,1,5,00,66,67
70,-5,00,476,58,0,0,4,86,65,71
71,-5,00,526,97,0,0,4,72,64,79
72,10,00,110,04,0,1,4,79,65,28
73,-5,00,471,41,0,0,4,66,64,38
74,10,00,120,01,0,1,4,73,64,86
75,-5,00,697,34,0,0,4,60,64,00
76,10,00,95,92,0,1,4,67,64,47
77,10,00,97,92,0,1,4,74,64,94
78,-5,00,370,16,0,0,4,62,64,10
79,-5,00,648,91,0,0,4,49,63,29
80,10,00,115,22,0,1,4,56,63,75
81,-5,00,393,21,0,0,4,44,62,96
82,-5,00,456,56,0,0,4,33,62,20
83,10,00,36,70,0,1,4,40,62,65
84,10,00,179,66,0,1,4,46,63,10
85,-5,00,300,62,0,0,4,35,62,35
86,-5,00,334,49,0,0,4,24,61,63
87,10,00,321,02,0,1,4,31,62,07
88,10,00,111,71,0,1,4,38,62,50
89,10,00,158,26,0,1,4,44,62,92
90,10,00,141,55,0,1,4,50,63,33
91,-5,00,360,39,0,0,4,40,62,64
92,-5,00,805,80,0,0,4,29,61,96
93,10,00,25,36,0,1,4,35,62,37
94,10,00,409,83,0,1,4,41,62,77
95,10,00,875,72,0,1,4,47,63,16
96,10,00,121,66,0,1,4,53,63,54
97,-5,00,565,38,0,0,4,43,62,89
98,10,00,219,49,0,1,4,49,63,27
99,10,00,270,18,0,1,4,55,63,64
100,10,00,584,50,0,1,4,60,64,00
101,-5,00,411,38,0,0,4,60,64,00
102,10,00,382,91,0,1,4,60,64,00
103,-5,00,422,41,0,0,4,45,63,00
104,-5,00,432,53,0,0,4,30,62,00
105,10,00,88,84,0,1,4,30,62,00
106,-5,00,769,13,0,0,4,15,61,00
107,-5,00,308,96,0,0,4,00,60,00
108,10,00,466,57,0,1,4,00,60,00
109,10,00,300,27,0,1,4,00,60,00
110,10,00,24,29,0,1,4,15,61,00
111,-5,00,516,59,0,0,4,00,60,00
112,10,00,110,49,0,1,4,00,60,00
113,10,00,63,16,0,1,4,15,61,00
114,-5,00,267,66,0,0,4,15,61,00
115,-5,00,708,76,0,0,4,00,60,00
116,10,00,76,32,0,1,4,00,60,00
117,10,00,380,55,0,1,4,00,60,00
118,-5,00,342,86,0,0,3,85,59,00
119,10,00,86,81,0,1,3,85,59,00
120,-5,00,383,02,0,0,3,70,58,00
121,10,00,67,37,0,1,3,85,59,00
122,10,00,57,29,0,1,3,85,59,00
123,10,00,82,82,0,1,4,00,60,00
124,10,00,82,64,0,1,4,00,60,00
125,-5,00,568,14,0,0,4,00,60,00
126,-5,00,625,75,0,0,3,85,59,00
127,10,00,588,71,0,1,3,85,59,00
128,10,00,236,84,0,1,3,85,59,00
129,10,00,113,71,0,1,3,85,59,00
130,10,00,22,74,0,1,3,85,59,00
131,-5,00,338,07,0,0,3,70,58,00
132,-5,00,643,69,0,0,3,70,58,00
133,10,00,31,14,0,1,3,70,58,00
134,10,00,201,38,0,1,3,70,58,00
135,10,00,848,32,0,1,3,85,59,00
136,10,00,44,09,0,1,3,85,59,00
137,10,00,538,67,0,1,3,85,59,00
138,10,00,101,95,0,1,4,00,60,00
139,-5,00,500,29,0,0,4,00,60,00
140,-5,00,340,54,0,0,3,85,59,00
141,-5,00,731,67,0,0,3,70,58,00
142,-5,00,496,38,0,0,3,70,58,00
143,-5,00,631,46,0,0,3,70,58,00
144,10,00,71,11,0,1,3,70,58,00
145,-5,00,259,54,0,0,3,70,58,00
146,10,00,48,60,0,1,3,85,59,00
147,10,00,232,82,0,1,3,85,59,00
148,10,00,146,16,0,1,4,00,60,00
149,10,00,105,05,0,1,4,00,60,00
150,-5,00,397,28,0,0,4,00,60,00
151,10,00,83,82,0,1,4,00,60,00
152,-5,00,555,58,0,0,4,00,60,00
153,10,00,400,43,0,1,4,00,60,00
154,10,00,212,14,0,1,4,15,61,00
155,-5,00,269,89,0,0,4,00,60,00
156,10,00,221,37,0,1,4,15,61,00
157,10,00,90,92,0,1,4,15,61,00
158,10,00,46,11,0,1,4,15,61,00
159,10,00,95,80,0,1,4,15,61,00
160,10,00,318,16,0,1,4,15,61,00
161,10,00,437,72,0,1,4,30,62,00
162,10,00,6,52,0,1,4,45,63,00
163,-5,00,561,38,0,0,4,30,62,00
164,-5,00,373,37,0,0,4,15,61,00
165,10,00,604,02,0,1,4,15,61,00
166,10,00,28,98,0,1,4,30,62,00
167,10,00,96,83,0,1,4,30,62,00
168,10,00,77,05,0,1,4,30,62,00
169,-5,00,407,77,0,0,4,15,61,00
170,-5,00,513,70,0,0,4,15,61,00
171,10,00,65,67,0,1,4,30,62,00
172,10,00,71,88,0,1,4,30,62,00
173,10,00,430,73,0,1,4,45,63,00
174,10,00,150,99,0,1,4,45,63,00
175,10,00,198,83,0,1,4,60,64,00
176,10,00,42,32,0,1,4,60,64,00
177,10,00,248,71,0,1,4,60,64,00
178,-5,00,657,27,0,0,4,60,64,00
179,-5,00,518,87,0,0,4,60,64,00
180,-5,00,443,36,0,0,4,45,63,00
181,10,00,460,30,0,1,4,60,64,00
182,-5,00,234,39,0,0,4,60,64,00
183,-5,00,314,33,0,0,4,45,63,00
184,10,00,133,55,0,1,4,45,63,00
185,-5,00,616,64,0,0,4,45,63,00
186,10,00,78,65,0,1,4,60,64,00
187,10,00,127,12,0,1,4,60,64,00
188,-5,00,626,11,0,0,4,45,63,00
189,10,00,554,95,0,1,4,45,63,00
190,10,00,467,18,0,1,4,45,63,00
191,10,00,139,66,0,1,4,60,64,00
192,10,00,161,88,0,1,4,75,65,00
193,10,00,328,96,0,1,4,75,65,00
194,-5,00,284,37,0,0,4,60,64,00
195,10,00,83,29,0,1,4,60,64,00
196,10,00,317,07,0,1,4,60,64,00
197,10,00,575,42,0,1,4,75,65,00
198,10,00,58,36,0,1,4,75,65,00
199,10,00,61,37,0,1,4,75,65,00
200,-5,00,792,27,0,0,4,60,64,00
201,10,00,771,73,0,1,4,75,65,00
202,-5,00,425,32,0,0,4,60,64,00
203,-5,00,412,14,0,0,4,60,64,00
204,-5,00,427,80,0,0,4,60,64,00
205,-5,00,532,13,0,0,4,45,63,00
206,10,00,149,51,0,1,4,60,64,00
207,-5,00,1002,44,0,0,4,60,64,00
208,-5,00,409,69,0,0,4,45,63,00
209,-5,00,467,05,0,0,4,30,62,00
210,10,00,171,05,0,1,4,30,62,00
211,-5,00,479,00,0,0,4,30,62,00
212,10,00,71,16,0,1,4,30,62,00
213,10,00,657,77,0,1,4,30,62,00
214,10,00,120,30,0,1,4,45,63,00
215,-5,00,347,84,0,0,4,45,63,00
216,10,00,583,21,0,1,4,45,63,00
217,10,00,33,27,0,1,4,45,63,00
218,10,00,213,92,0,1,4,60,64,00
219,-5,00,299,29,0,0,4,45,63,00
220,10,00,140,13,0,1,4,60,64,00
221,10,00,228,06,0,1,4,60,64,00
222,10,00,37,82,0,1,4,60,64,00
223,10,00,139,19,0,1,4,60,64,00
224,-5,00,505,02,0,0,4,45,63,00
225,10,00,59,04,0,1,4,60,64,00
226,-5,00,541,93,0,0,4,60,64,00
227,10,00,23,12,0,1,4,60,64,00
228,10,00,369,48,0,1,4,60,64,00
229,10,00,81,30,0,1,4,60,64,00
230,-5,00,643,95,0,0,4,45,63,00
231,10,00,51,34,0,1,4,60,64,00
232,10,00,17,63,0,1,4,75,65,00
233,-5,00,616,41,0,0,4,60,64,00
234,10,00,124,95,0,1,4,60,64,00
235,10,00,516,23,0,1,4,60,64,00
236,-5,00,681,24,0,0,4,45,63,00
237,10,00,205,23,0,1,4,45,63,00
238,-5,00,434,13,0,0,4,30,62,00
239,-5,00,202,95,0,0,4,30,62,00
240,10,00,325,50,0,1,4,45,63,00
241,-5,00,387,47,0,0,4,45,63,00
242,10,00,79,69,0,1,4,60,64,00
243,10,00,149,21,0,1,4,75,65,00
244,10,00,149,70,0,1,4,75,65,00
245,10,00,317,55,0,1,4,90,66,00
246,-5,00,464,51,0,0,4,75,65,00
247,-5,00,356,24,0,0,4,60,64,00
248,10,00,87,02,0,1,4,60,64,00
249,10,00,268,08,0,1,4,60,64,00
250,-5,00,658,85,0,0,4,60,64,00
251,-5,00,492,69,0,0,4,45,63,00
252,10,00,206,95,0,1,4,60,64,00
253,-5,00,599,91,0,0,4,45,63,00
254,10,00,152,81,0,1,4,45,63,00
255,10,00,67,15,0,1,4,60,64,00
256,-5,00,745,64,0,0,4,45,63,00
257,10,00,68,31,0,1,4,45,63,00
258,10,00,84,52,0,1,4,45,63,00
259,10,00,274,46,0,1,4,45,63,00
260,-5,00,439,80,0,0,4,30,62,00
261,10,00,172,80,0,1,4,30,62,00
262,10,00,66,26,0,1,4,30,62,00
263,10,00,818,42,0,1,4,45,63,00
264,-5,00,561,93,0,0,4,45,63,00
265,-5,00,449,74,0,0,4,30,62,00
266,-5,00,368,31,0,0,4,15,61,00
267,10,00,275,05,0,1,4,15,61,00
268,-5,00,344,23,0,0,4,00,60,00
269,-5,00,715,80,0,0,4,00,60,00
270,10,00,172,16,0,1,4,15,61,00
271,-5,00,482,34,0,0,4,00,60,00
272,10,00,226,78,0,1,4,00,60,00
273,10,00,406,91,0,1,4,00,60,00
274,10,00,25,94,0,1,4,00,60,00
275,-5,00,520,20,0,0,3,85,59,00
276,-5,00,430,00,0,0,3,70,58,00
277,-5,00,648,08,0,0,3,55,57,00
278,10,00,231,67,0,1,3,70,58,00
279,10,00,472,29,0,1,3,85,59,00
280,-5,00,378,23,0,0,3,85,59,00
281,10,00,319,64,0,1,3,85,59,00
282,-5,00,512,19,0,0,3,85,59,00
283,10,00,184,01,0,1,4,00,60,00
284,10,00,237,80,0,1,4,00,60,00
285,10,00,150,92,0,1,4,15,61,00
286,10,00,102,70,0,1,4,15,61,00
287,10,00,236,85,0,1,4,15,61,00
288,-5,00,513,33,0,0,4,15,61,00
289,-5,00,384,02,0,0,4,00,60,00
290,-5,00,483,15,0,0,3,85,59,00
291,-5,00,524,98,0,0,3,70,58,00
292,-5,00,419,15,0,0,3,55,57,00
293,10,00,313,36,0,1,3,55,57,00
294,10,00,62,47,0,1,3,70,58,00
295,-5,00,317,57,0,0,3,55,57,00
296,10,00,329,03,0,1,3,55,57,00
297,10,00,170,95,0,1,3,55,57,00
298,10,00,151,11,0,1,3,55,57,00
299,10,00,43,31,0,1,3,55,57,00
300,-5,00,489,73,0,0,3,55,57,00
301,-5,00,455,73,0,0,3,40,56,00
302,10,00,82,02,0,1,3,55,57,00
303,-5,00,430,98,0,0,3,55,57,00
304,10,00,222,65,0,1,3,70,58,00
305,10,00,32,94,0,1,3,85,59,00
306,10,00,47,38,0,1,3,85,59,00
307,10,00,41,73,0,1,4,00,60,00
308,10,00,38,78,0,1,4,15,61,00
309,-5,00,750,27,0,0,4,15,61,00
310,-5,00,776,18,0,0,4,00,60,00
311,-5,00,303,10,0,0,4,00,60,00
312,-5,00,302,22,0,0,3,85,59,00
313,10,00,180,70,0,1,3,85,59,00
314,-5,00,380,19,0,0,3,70,58,00
315,10,00,41,72,0,1,3,85,59,00
316,-5,00,605,23,0,0,3,70,58,00
317,10,00,18,62,0,1,3,70,58,00
318,10,00,494,91,0,1,3,70,58,00
319,-5,00,667,83,0,0,3,70,58,00
320,10,00,340,23,0,1,3,70,58,00
321,10,00,205,88,0,1,3,70,58,00
322,10,00,155,27,0,1,3,70,58,00
323,-5,00,552,13,0,0,3,55,57,00
324,10,00,128,76,0,1,3,70,58,00
325,10,00,7,02,0,1,3,70,58,00
326,10,00,215,51,0,1,3,85,59,00
327,10,00,120,59,0,1,3,85,59,00
328,-5,00,413,91,0,0,3,70,58,00
329,-5,00,470,18,0,0,3,55,57,00
330,-5,00,348,10,0,0,3,55,57,00
331,-5,00,624,88,0,0,3,40,56,00
332,-5,00,354,87,0,0,3,25,55,00
333,-5,00,345,17,0,0,3,25,55,00
334,10,00,187,17,0,1,3,25,55,00
335,10,00,15,74,0,1,3,25,55,00
336,10,00,121,25,0,1,3,40,56,00
337,10,00,17,53,0,1,3,40,56,00
338,-5,00,581,67,0,0,3,40,56,00
339,10,00,329,38,0,1,3,55,57,00
340,-5,00,454,80,0,0,3,40,56,00
341,10,00,419,74,0,1,3,55,57,00
342,10,00,51,77,0,1,3,55,57,00
343,-5,00,277,36,0,0,3,40,56,00
344,10,00,258,98,0,1,3,40,56,00
345,10,00,287,96,0,1,3,40,56,00
346,10,00,88,31,0,1,3,55,57,00
347,10,00,269,49,0,1,3,70,58,00
348,10,00,389,65,0,1,3,70,58,00
349,10,00,149,65,0,1,3,70,58,00
350,-5,00,471,41,0,0,3,70,58,00
351,10,00,289,70,0,1,3,85,59,00
352,10,00,234,89,0,1,3,85,59,00
353,10,00,379,77,0,1,4,00,60,00
354,-5,00,543,72,0,0,3,85,59,00
355,10,00,136,24,0,1,3,85,59,00
356,-5,00,680,16,0,0,3,85,59,00
357,10,00,263,05,0,1,3,85,59,00
358,10,00,216,89,0,1,3,85,59,00
359,-5,00,296,41,0,0,3,70,58,00
360,10,00,583,31,0,1,3,85,59,00
361,-5,00,660,16,0,0,3,70,58,00
362,10,00,146,85,0,1,3,70,58,00
363,-5,00,586,08,0,0,3,55,57,00
364,-5,00,728,86,0,0,3,55,57,00
365,-5,00,627,17,0,0,3,55,57,00
366,10,00,73,46,0,1,3,70,58,00
367,-5,00,780,70,0,0,3,55,57,00
368,10,00,86,43,0,1,3,70,58,00
369,-5,00,794,92,0,0,3,70,58,00
370,10,00,328,34,0,1,3,70,58,00
371,10,00,65,32,0,1,3,85,59,00
372,10,00,291,79,0,1,3,85,59,00
373,10,00,362,68,0,1,3,85,59,00
374,10,00,337,28,0,1,3,85,59,00
375,-5,00,547,35,0,0,3,85,59,00
376,10,00,155,55,0,1,4,00,60,00
377,-5,00,248,64,0,0,4,00,60,00
378,10,00,105,13,0,1,4,00,60,00
379,10,00,237,87,0,1,4,00,60,00
380,10,00,286,33,0,1,4,15,61,00
381,10,00,165,46,0,1,4,15,61,00
382,-5,00,670,55,0,0,4,15,61,00
383,10,00,130,10,0,1,4,15,61,00
384,10,00,53,78,0,1,4,15,61,00
385,10,00,50,63,0,1,4,15,61,00
386,10,00,82,41,0,1,4,15,61,00
387,10,00,86,21,0,1,4,15,61,00
388,10,00,62,42,0,1,4,30,62,00
389,10,00,81,11,0,1,4,45,63,00
390,-5,00,448,71,0,0,4,45,63,00
391,10,00,204,10,0,1,4,60,64,00
392,10,00,64,29,0,1,4,75,65,00
393,10,00,430,20,0,1,4,75,65,00
394,-5,00,353,54,0,0,4,60,64,00
395,-5,00,675,86,0,0,4,60,64,00
396,10,00,107,10,0,1,4,60,64,00
397,10,00,80,23,0,1,4,60,64,00
398,-5,00,517,09,0,0,4,45,63,00
399,-5,00,343,11,0,0,4,30,62,00
400,10,00,101,88,0,1,4,45,63,00
401,10,00,405,73,0,1,4,60,64,00
402,10,00,365,96,0,1,4,60,64,00
403,10,00,440,55,0,1,4,75,65,00
404,10,00,21,38,0,1,4,75,65,00
405,10,00,359,72,0,1,4,75,65,00
406,-5,00,323,21,0,0,4,60,64,00
407,-5,00,531,37,0,0,4,45,63,00
408,-5,00,609,11,0,0,4,30,62,00
409,10,00,218,76,0,1,4,45,63,00
410,-5,00,472,59,0,0,4,45,63,00
411,-5,00,312,29,0,0,4,45,63,00
412,10,00,16,44,0,1,4,60,64,00
413,10,00,242,78,0,1,4,60,64,00
414,-5,00,399,35,0,0,4,60,64,00
415,10,00,274,38,0,1,4,60,64,00
416,10,00,238,09,0,1,4,75,65,00
417,-5,00,935,19,0,0,4,60,64,00
418,10,00,58,64,0,1,4,60,64,00
419,-5,00,663,05,0,0,4,60,64,00
420,10,00,407,13,0,1,4,60,64,00
421,10,00,147,83,0,1,4,60,64,00
422,10,00,302,33,0,1,4,60,64,00
423,10,00,40,83,0,1,4,75,65,00
424,10,00,149,78,0,1,4,75,65,00
425,-5,00,393,14,0,0,4,60,64,00
426,10,00,207,94,0,1,4,60,64,00
427,-5,00,840,58,0,0,4,45,63,00
428,10,00,448,27,0,1,4,60,64,00
429,-5,00,385,41,0,0,4,60,64,00
430,10,00,197,48,0,1,4,75,65,00
431,10,00,92,36,0,1,4,90,66,00
432,10,00,284,80,0,1,5,05,67,00
433,-5,00,424,98,0,0,5,05,67,00
434,10,00,52,30,0,1,5,05,67,00
435,10,00,312,34,0,1,5,05,67,00
436,-5,00,790,66,0,0,4,90,66,00
437,-5,00,539,94,0,0,4,75,65,00
438,-5,00,502,33,0,0,4,75,65,00
439,-5,00,571,39,0,0,4,60,64,00
440,10,00,48,06,0,1,4,75,65,00
441,10,00,59,48,0,1,4,75,65,00
442,10,00,203,72,0,1,4,75,65,00
443,-5,00,702,19,0,0,4,75,65,00
444,10,00,227,55,0,1,4,75,65,00
445,10,00,181,47,0,1,4,75,65,00
446,10,00,89,69,0,1,4,75,65,00
447,10,00,97,19,0,1,4,75,65,00
448,-5,00,422,45,0,0,4,60,64,00
449,10,00,138,31,0,1,4,60,64,00
450,10,00,105,34,0,1,4,75,65,00
451,10,00,166,30,0,1,4,75,65,00
452,10,00,18,25,0,1,4,75,65,00
453,10,00,279,33,0,1,4,75,65,00
454,10,00,212,19,0,1,4,90,66,00
455,-5,00,691,36,0,0,4,75,65,00
456,10,00,29,36,0,1,4,90,66,00
457,10,00,114,84,0,1,4,90,66,00
458,-5,00,421,59,0,0,4,75,65,00
459,10,00,79,64,0,1,4,90,66,00
460,10,00,143,17,0,1,4,90,66,00
461,10,00,69,06,0,1,5,05,67,00
462,-5,00,754,91,0,0,4,90,66,00
463,-5,00,526,95,0,0,4,90,66,00
464,-5,00,369,72,0,0,4,90,66,00
465,10,00,143,59,0,1,5,05,67,00
466,10,00,450,20,0,1,5,05,67,00
467,-5,00,949,63,0,0,5,05,67,00
468,10,00,207,22,0,1,5,05,67,00
469,10,00,165,23,0,1,5,20,68,00
470,-5,00,600,13,0,0,5,05,67,00
471,10,00,27,33,0,1,5,05,67,00
472,10,00,36,50,0,1,5,05,67,00
473,10,00,41,39,0,1,5,05,67,00
474,10,00,232,02,0,1,5,05,67,00
475,-5,00,506,05,0,0,5,05,67,00
476,10,00,48,91,0,1,5,05,67,00
477,10,00,815,02,0,1,5,20,68,00
478,10,00,9,52,0,1,5,20,68,00
479,10,00,141,56,0,1,5,20,68,00
480,10,00,36,97,0,1,5,20,68,00
481,10,00,471,06,0,1,5,20,68,00
482,10,00,253,17,0,1,5,35,69,00
483,10,00,326,17,0,1,5,35,69,00
484,10,00,135,13,0,1,5,35,69,00
485,10,00,46,38,0,1,5,35,69,00
486,-5,00,632,77,0,0,5,20,68,00
487,10,00,42,19,0,1,5,20,68,00
488,-5,00,574,66,0,0,5,05,67,00
489,10,00,222,06,0,1,5,05,67,00
490,-5,00,514,11,0,0,5,05,67,00
491,10,00,108,36,0,1,5,05,67,00
492,10,00,52,16,0,1,5,05,67,00
493,-5,00,706,55,0,0,4,90,66,00
494,10,00,78,31,0,1,5,05,67,00
495,10,00,318,08,0,1,5,20,68,00
496,10,00,118,83,0,1,5,20,68,00
497,-5,00,597,55,0,0,5,05,67,00
498,10,00,298,31,0,1,5,20,68,00
499,-5,00,359,36,0,0,5,20,68,00
500,-5,00,382,91,0,0,5,05,67,00
501,-5,00,1208,66,0,0,4,90,66,00
502,10,00,324,75,0,1,4,90,66,00
503,10,00,7,72,0,1,4,90,66,00
504,-5,00,792,81,0,0,4,75,65,00
505,10,00,156,22,0,1,4,75,65,00
506,10,00,39,97,0,1,4,90,66,00
507,10,00,79,56,0,1,5,05,67,00
508,10,00,95,98,0,1,5,20,68,00
509,-5,00,323,92,0,0,5,05,67,00
510,10,00,218,31,0,1,5,20,68,00
511,-5,00,315,17,0,0,5,20,68,00
512,10,00,148,72,0,1,5,20,68,00
513,10,00,81,45,0,1,5,20,68,00
514,10,00,209,66,0,1,5,35,69,00
515,10,00,95,45,0,1,5,35,69,00
516,10,00,426,91,0,1,5,35,69,00
517,10,00,142,89,0,1,5,50,70,00
518,10,00,85,94,0,1,5,50,70,00
519,10,00,22,39,0,1,5,65,71,00
520,-5,00,545,75,0,0,5,50,70,00
521,10,00,630,25,0,1,5,50,70,00
522,10,00,286,30,0,1,5,50,70,00
523,-5,00,299,80,0,0,5,35,69,00
524,-5,00,187,38,0,0,5,20,68,00
525,10,00,51,50,0,1,5,35,69,00
526,10,00,210,81,0,1,5,35,69,00
527,-5,00,297,56,0,0,5,35,69,00
528,10,00,122,50,0,1,5,35,69,00
529,-5,00,353,30,0,0,5,35,69,00
530,10,00,382,31,0,1,5,35,69,00
531,10,00,214,08,0,1,5,35,69,00
532,10,00,562,47,0,1,5,35,69,00
533,-5,00,450,30,0,0,5,35,69,00
534,-5,00,443,38,0,0,5,20,68,00
535,10,00,313,00,0,1,5,20,68,00
536,10,00,32,48,0,1,5,35,69,00
537,-5,00,302,36,0,0,5,35,69,00
538,10,00,111,75,0,1,5,50,70,00
539,-5,00,546,08,0,0,5,50,70,00
540,10,00,241,72,0,1,5,50,70,00
541,10,00,62,80,0,1,5,50,70,00
542,-5,00,360,00,0,0,5,35,69,00
543,10,00,376,69,0,1,5,50,70,00
544,10,00,287,97,0,1,5,50,70,00
545,10,00,470,45,0,1,5,50,70,00
546,-5,00,577,22,0,0,5,35,69,00
547,10,00,129,25,0,1,5,35,69,00
548,10,00,51,39,0,1,5,50,70,00
549,-5,00,313,31,0,0,5,35,69,00
550,-5,00,532,75,0,0,5,20,68,00
551,10,00,339,33,0,1,5,20,68,00
552,10,00,198,81,0,1,5,20,68,00
553,10,00,377,55,0,1,5,20,68,00
554,10,00,331,58,0,1,5,20,68,00
555,10,00,48,38,0,1,5,35,69,00
556,-5,00,527,69,0,0,5,20,68,00
557,-5,00,522,97,0,0,5,05,67,00
558,-5,00,349,48,0,0,5,05,67,00
559,10,00,493,41,0,1,5,05,67,00
560,10,00,68,70,0,1,5,05,67,00
561,-5,00,223,41,0,0,4,90,66,00
562,10,00,110,91,0,1,5,05,67,00
563,10,00,103,03,0,1,5,20,68,00
564,10,00,109,92,0,1,5,35,69,00
565,10,00,30,22,0,1,5,35,69,00
566,10,00,382,19,0,1,5,35,69,00
567,10,00,49,63,0,1,5,50,70,00
568,-5,00,488,55,0,0,5,35,69,00
569,10,00,243,61,0,1,5,35,69,00
570,10,00,254,94,0,1,5,50,70,00
571,10,00,155,08,0,1,5,50,70,00
572,10,00,221,77,0,1,5,50,70,00
573,10,00,106,13,0,1,5,50,70,00
574,10,00,254,38,0,1,5,50,70,00
575,10,00,267,55,0,1,5,65,71,00
576,-5,00,491,89,0,0,5,50,70,00
577,10,00,75,88,0,1,5,50,70,00
578,10,00,663,45,0,1,5,50,70,00
579,10,00,168,22,0,1,5,50,70,00
580,10,00,143,91,0,1,5,50,70,00
581,-5,00,559,25,0,0,5,35,69,00
582,-5,00,829,34,0,0,5,20,68,00
583,10,00,96,92,0,1,5,20,68,00
584,-5,00,534,44,0,0,5,05,67,00
585,-5,00,349,05,0,0,4,90,66,00
586,-5,00,475,73,0,0,4,90,66,00
587,10,00,57,73,0,1,4,90,66,00
588,-5,00,442,19,0,0,4,90,66,00
589,10,00,364,41,0,1,4,90,66,00
590,-5,00,451,30,0,0,4,90,66,00
591,-5,00,604,30,0,0,4,75,65,00
592,-5,00,359,88,0,0,4,60,64,00
593,10,00,390,36,0,1,4,75,65,00
594,10,00,635,38,0,1,4,75,65,00
595,10,00,74,86,0,1,4,75,65,00
596,10,00,49,55,0,1,4,75,65,00
597,10,00,230,70,0,1,4,90,66,00
598,10,00,93,38,0,1,4,90,66,00
599,-5,00,405,81,0,0,4,90,66,00
600,-5,00,432,66,0,0,4,90,66,00
