episodeId,seed,scenarioId,mode,startTime,endTime,duration,terminationReason,success,timeToCapture,totalReward,epsilonUsed,action0_count,action1_count,action2_count,action3_count,action4_count,action5_count,action6_count,action7_count,action0_time,action1_time,action2_time,action3_time,action4_time,action5_time,action6_time,action7_time,uniqueStatesVisited,firstContactTime,tdErrorMean,useLearning,useHeat
232,-529993827,default,TRAIN,72672.52,72690.14,17.625,CAPTURE,0,-1,0,0.09424387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5.251671,1,1
233,-529993827,default,TRAIN,72691.28,73307.7,616.4141,QUEST_COMPLETE,0,-1,0,0.09377265,5,0,0,6,11,9,11,0,190.2969,0,0,78.75781,89.67969,121.7188,104.2578,0,0,-1,0.5735669,1,1
234,-529993827,default,TRAIN,73308.77,73433.71,124.9453,CAPTURE,0,-1,0,0.09330378,1,0,0,5,0,1,0,0,45.15625,0,0,76.35938,0,0,0,0,0,-1,1.62354,1,1
235,-529993827,default,TRAIN,73434.8,73951.02,516.2266,CAPTURE,0,-1,0,0.09283727,3,1,0,20,15,0,1,0,81.46094,4.421875,0,247.8906,150.7188,0,15.21094,0,0,-1,0.7699256,1,1
236,-529993827,default,TRAIN,73952.04,74633.28,681.2422,QUEST_COMPLETE,0,-1,0,0.09237308,11,0,0,13,2,2,5,0,398.2578,0,0,173.4766,5.25,27.14063,55.86719,0,0,-1,0.4729893,1,1
237,-529993827,default,TRAIN,74634.34,74839.58,205.2344,CAPTURE,0,-1,0,0.09191122,4,0,0,6,0,0,0,0,102.4844,0,0,63.03906,0,0,0,0,0,-1,0.1428033,1,1
238,-529993827,default,TRAIN,74840.73,75274.86,434.1328,QUEST_COMPLETE,0,-1,0,0.09145166,6,0,0,16,0,6,2,0,215.9063,0,0,114.9766,0,66.375,21.35938,0,0,-1,0.5567605,1,1
239,-529993827,default,TRAIN,75275.98,75478.94,202.9531,QUEST_COMPLETE,0,-1,0,0.0909944,1,0,0,7,5,0,14,0,29.20313,0,0,96.54688,1.523438,0,62.55469,0,0,-1,0.5670593,1,1
240,-529993827,default,TRAIN,75480.16,75805.66,325.5,CAPTURE,0,-1,0,0.09053943,0,0,0,11,3,11,11,0,0,0,0,99.64063,6.421875,131.3438,67.61719,0,0,-1,0.7659768,1,1
241,-529993827,default,TRAIN,75806.85,76194.32,387.4688,QUEST_COMPLETE,0,-1,0,0.09008674,6,0,0,8,9,0,0,0,224.2969,0,0,124.6406,20.28125,0,0,0,0,-1,0.5410208,1,1
242,-529993827,default,TRAIN,76195.38,76275.07,79.6875,CAPTURE,0,-1,0,0.0896363,0,0,0,0,0,4,0,0,0,0,0,0,0,42.17969,0,0,0,-1,2.145772,1,1
243,-529993827,default,TRAIN,76276.08,76425.29,149.2109,CAPTURE,0,-1,0,0.08918812,1,0,0,9,0,0,0,0,45.00781,0,0,99.40625,0,0,0,0,0,-1,1.314673,1,1
244,-529993827,default,TRAIN,76426.34,76576.04,149.7031,CAPTURE,0,-1,0,0.08874218,1,1,0,8,5,2,1,0,44.19531,5.296875,0,50.78125,1.46875,8.304688,15.23438,0,0,-1,0.9291693,1,1
245,-529993827,default,TRAIN,76577.06,76894.61,317.5469,CAPTURE,0,-1,0,0.08829847,0,0,0,9,8,6,4,0,0,0,0,122.2578,71.55469,73.27344,20.42188,0,0,-1,0.9367464,1,1
246,-529993827,default,TRAIN,76895.73,77360.23,464.5078,QUEST_COMPLETE,0,-1,0,0.08785698,6,0,0,15,0,2,9,0,173.8672,0,0,189.1172,0,26.80469,41.80469,0,0,-1,0.4548914,1,1
247,-529993827,default,TRAIN,77361.3,77717.54,356.2422,QUEST_COMPLETE,0,-1,0,0.08741769,7,0,0,6,0,0,0,0,244.7344,0,0,99.29688,0,0,0,0,0,-1,0.2702356,1,1
248,-529993827,default,TRAIN,77718.56,77805.59,87.02344,CAPTURE,0,-1,0,0.0869806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1784203,1,1
249,-529993827,default,TRAIN,77806.66,78074.73,268.0781,CAPTURE,0,-1,0,0.0865457,3,0,0,8,0,0,0,0,135.2422,0,0,112.4219,0,0,0,0,0,-1,1.182833,1,1
250,-529993827,default,TRAIN,78076.36,78735.21,658.8516,QUEST_COMPLETE,0,-1,0,0.08611297,9,0,0,14,2,0,17,0,303.5625,0,0,196.5234,15.33594,0,97.33594,0,0,-1,0.4405382,1,1
251,-529993827,default,TRAIN,78736.28,79228.97,492.6875,QUEST_COMPLETE,0,-1,0,0.08568241,4,0,0,15,2,5,6,0,133.9219,0,0,196.7109,28.07813,64.32031,52.19531,0,0,-1,0.4405791,1,1
252,-529993827,default,TRAIN,79230.02,79436.97,206.9453,CAPTURE,0,-1,0,0.085254,5,0,0,1,0,0,0,0,179.3281,0,0,12.88281,0,0,0,0,0,-1,0.9760283,1,1
253,-529993827,default,TRAIN,79438.09,80038.01,599.9141,QUEST_COMPLETE,0,-1,0,0.08482773,5,0,0,23,9,0,1,0,188.7188,0,0,342.9297,27.36719,0,10.08594,0,0,-1,0.5133273,1,1
254,-529993827,default,TRAIN,80039.02,80191.84,152.8125,CAPTURE,0,-1,0,0.08440359,3,0,0,2,0,2,1,0,73.33594,0,0,21.98438,0,20.9375,6.507813,0,0,-1,0.8966858,1,1
255,-529993827,default,TRAIN,80192.93,80260.08,67.14844,CAPTURE,0,-1,0,0.08398157,2,0,0,0,0,0,0,0,31.98438,0,0,0,0,0,0,0,0,-1,0.5026314,1,1
256,-529993827,default,TRAIN,80261.23,81006.87,745.6406,QUEST_COMPLETE,0,-1,0,0.08356167,10,0,0,11,4,17,2,0,394.4688,0,0,146.0313,13.64063,117.3906,28.83594,0,0,-1,0.5292899,1,1
257,-529993827,default,TRAIN,81007.91,81076.22,68.3125,CAPTURE,0,-1,0,0.08314386,2,0,0,0,0,0,0,0,45.25781,0,0,0,0,0,0,0,0,-1,0.8022321,1,1
258,-529993827,default,TRAIN,81077.3,81161.81,84.51563,CAPTURE,0,-1,0,0.08272814,2,0,0,0,0,0,0,0,31.08594,0,0,0,0,0,0,0,0,-1,0.7884042,1,1
259,-529993827,default,TRAIN,81162.96,81437.42,274.4609,CAPTURE,0,-1,0,0.0823145,5,0,0,2,10,0,0,0,205.1953,0,0,13.0625,28.67188,0,0,0,0,-1,1.02337,1,1
260,-529993827,default,TRAIN,81438.7,81878.51,439.8047,QUEST_COMPLETE,0,-1,0,0.08190293,7,1,0,7,9,2,2,0,291.8203,5.390625,0,60.48438,30.32031,23.9375,17.4375,0,0,-1,0.5773239,1,1
261,-529993827,default,TRAIN,81879.6,82052.4,172.7969,CAPTURE,0,-1,0,0.08149341,4,0,0,2,0,0,0,0,112.1094,0,0,21.98438,0,0,0,0,0,-1,0.5200189,1,1
262,-529993827,default,TRAIN,82053.62,82119.88,66.25781,CAPTURE,0,-1,0,0.08108595,2,0,0,0,0,0,0,0,45.1875,0,0,0,0,0,0,0,0,-1,0.4794801,1,1
263,-529993827,default,TRAIN,82120.9,82939.32,818.4219,CAPTURE,0,-1,0,0.08068052,7,1,0,14,10,14,4,0,288.4609,4.734375,0,178.6719,135.9219,152.3672,27.58594,0,0,-1,0.6215803,1,1
264,-529993827,default,TRAIN,82940.45,83502.38,561.9297,QUEST_COMPLETE,0,-1,0,0.08027712,12,0,0,1,27,0,3,0,469.4375,0,0,4.945313,23.66406,0,33.57813,0,0,-1,0.4528889,1,1
265,-529993827,default,TRAIN,83503.38,83953.13,449.7422,QUEST_COMPLETE,0,-1,0,0.07987573,6,1,0,3,15,18,10,0,221.1797,6.859375,0,32.53906,35.67188,88.82813,48.03906,0,0,-1,0.5273854,1,1
266,-529993827,default,TRAIN,83954.17,84322.48,368.3125,QUEST_COMPLETE,0,-1,0,0.07947635,7,0,0,3,0,0,3,0,283.9063,0,0,39.92969,0,0,26.44531,0,0,-1,0.7815716,1,1
267,-529993827,default,TRAIN,84323.75,84598.8,275.0547,CAPTURE,0,-1,0,0.07907896,4,0,0,7,9,0,0,0,119.2188,0,0,45.07813,88.77344,0,0,0,0,-1,0.455695,1,1
268,-529993827,default,TRAIN,84599.96,84944.19,344.2266,QUEST_COMPLETE,0,-1,0,0.07868357,7,0,0,9,9,2,0,0,204.2813,0,0,92.46094,19.45313,24.11719,0,0,0,-1,0.3757561,1,1
269,-529993827,default,TRAIN,84945.22,85661.02,715.8047,QUEST_COMPLETE,0,-1,0,0.07829015,14,1,0,12,10,1,5,0,557.7734,3.671875,0,60.34375,7.648438,13.92969,19.45313,0,0,-1,0.3709053,1,1
270,-529993827,default,TRAIN,85662.28,85834.44,172.1563,CAPTURE,0,-1,0,0.0778987,3,1,0,1,0,1,0,0,87.21875,4.992188,0,5.164063,0,15.13281,0,0,0,-1,0.4888479,1,1
271,-529993827,default,TRAIN,85835.56,86317.9,482.3359,QUEST_COMPLETE,0,-1,0,0.0775092,8,2,0,11,2,0,8,0,277.6875,7.796875,0,84.15625,19.71094,0,29.24219,0,0,-1,0.410457,1,1
272,-529993827,default,TRAIN,86319.02,86545.8,226.7813,CAPTURE,0,-1,0,0.07712166,4,2,0,1,10,0,1,0,146.8906,4.5,0,14.05469,24.30469,0,6.851563,0,0,-1,0.9166248,1,1
273,-529993827,default,TRAIN,86546.93,86953.84,406.9063,CAPTURE,0,-1,0,0.07673606,7,2,0,1,0,4,5,0,272.9453,6.96875,0,0,0,50.82813,53.27344,0,0,-1,0.7986982,1,1
274,-529993827,default,TRAIN,86954.99,86980.93,25.9375,CAPTURE,0,-1,0,0.07635237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3.410208,1,1
275,-529993827,default,TRAIN,86981.96,87502.16,520.2031,QUEST_COMPLETE,0,-1,0,0.07597061,10,0,0,9,0,0,1,0,377.2813,0,0,116.875,0,0,9.304688,0,0,-1,0.6754973,1,1
276,-529993827,default,TRAIN,87503.41,87933.41,430,QUEST_COMPLETE,0,-1,0,0.07559076,8,0,0,4,0,1,0,0,307.7734,0,0,61.82031,0,10.55469,0,0,0,-1,0.2877252,1,1
277,-529993827,default,TRAIN,87934.44,88582.52,648.0781,QUEST_COMPLETE,0,-1,0,0.07521281,12,1,0,10,0,0,0,0,454.0781,3.210938,0,149.7891,0,0,0,0,0,-1,0.3436915,1,1
278,-529993827,default,TRAIN,88583.57,88815.24,231.6719,CAPTURE,0,-1,0,0.07483675,0,0,0,11,2,0,0,0,0,0,0,178.0313,8.484375,0,0,0,0,-1,1.071071,1,1
279,-529993827,default,TRAIN,88816.3,89288.59,472.2891,CAPTURE,0,-1,0,0.07446256,6,3,0,3,12,13,2,0,215.5547,7.390625,0,26.57813,34.69531,163.25,16.92188,0,0,-1,0.6759845,1,1
280,-529993827,default,TRAIN,89289.89,89668.13,378.2344,QUEST_COMPLETE,0,-1,0,0.07409025,7,1,0,3,4,4,2,0,237.2266,6.164063,0,4.734375,45.16406,54.20313,11.30469,0,0,-1,0.4559715,1,1
281,-529993827,default,TRAIN,89669.13,89988.77,319.6406,CAPTURE,0,-1,0,0.0737198,5,0,0,5,25,4,2,0,162.1875,0,0,22.1875,41.0625,42.77344,21.05469,0,0,-1,0.2995525,1,1
282,-529993827,default,TRAIN,89989.89,90502.08,512.1875,QUEST_COMPLETE,0,-1,0,0.0733512,11,0,0,0,7,0,1,0,426.8281,0,0,0,2.015625,0,11.89063,0,0,-1,0.561251,1,1
283,-529993827,default,TRAIN,90503.08,90687.09,184.0078,CAPTURE,0,-1,0,0.07298445,2,0,0,0,7,0,0,0,86.78906,0,0,0,71.46094,0,0,0,0,-1,1.064122,1,1
284,-529993827,default,TRAIN,90688.13,90925.93,237.8047,CAPTURE,0,-1,0,0.07261953,6,0,0,1,2,0,0,0,217.2813,0,0,17.03906,0.6328125,0,0,0,0,-1,0.6432284,1,1
285,-529993827,default,TRAIN,90927.05,91077.97,150.9219,CAPTURE,0,-1,0,0.07225643,4,0,0,0,0,0,0,0,133.0938,0,0,0,0,0,0,0,0,-1,0.3495221,1,1
286,-529993827,default,TRAIN,91079.09,91181.79,102.6953,CAPTURE,0,-1,0,0.07189515,1,0,0,2,0,0,8,0,14.17969,0,0,13.46094,0,0,41.83594,0,0,-1,1.210679,1,1
287,-529993827,default,TRAIN,91182.87,91419.72,236.8516,CAPTURE,0,-1,0,0.07153568,6,1,0,0,8,0,0,0,190.9688,5.195313,0,0,15.97656,0,0,0,0,-1,0.6012056,1,1
288,-529993827,default,TRAIN,91420.78,91934.11,513.3281,QUEST_COMPLETE,0,-1,0,0.071178,11,0,0,1,17,0,0,0,416.8516,0,0,5.585938,36.67969,0,0,0,0,-1,0.4852496,1,1
289,-529993827,default,TRAIN,91935.12,92319.14,384.0234,QUEST_COMPLETE,0,-1,0,0.0708221,6,0,0,14,8,1,0,0,192.1016,0,0,139.0938,5.320313,12.42188,0,0,0,-1,0.3187934,1,1
290,-529993827,default,TRAIN,92320.15,92803.3,483.1484,QUEST_COMPLETE,0,-1,0,0.07046799,8,0,0,4,2,0,2,0,343.2578,0,0,64.96094,13.89063,0,22.32031,0,0,-1,0.8502045,1,1
291,-529993827,default,TRAIN,92804.34,93329.31,524.9766,QUEST_COMPLETE,0,-1,0,0.07011566,9,0,0,9,1,0,2,0,367.8281,0,0,131.1406,3.460938,0,10.69531,0,0,-1,0.6305401,1,1
292,-529993827,default,TRAIN,93330.37,93749.52,419.1484,QUEST_COMPLETE,0,-1,0,0.06976508,6,0,0,8,15,0,0,0,187.4297,0,0,83.76563,128.7891,0,0,0,0,-1,0.5090172,1,1
293,-529993827,default,TRAIN,93750.7,94064.06,313.3594,CAPTURE,0,-1,0,0.06941625,2,0,0,11,2,0,0,0,87.78906,0,0,159.0469,30.125,0,0,0,0,-1,1.281423,1,1
294,-529993827,default,TRAIN,94065.27,94127.73,62.46875,CAPTURE,0,-1,0,0.06906917,2,0,0,0,0,0,0,0,43.85938,0,0,0,0,0,0,0,0,-1,1.684588,1,1
295,-529993827,default,TRAIN,94128.89,94446.46,317.5703,QUEST_COMPLETE,0,-1,0,0.06872383,6,0,0,4,1,0,0,0,196.0156,0,0,76.19531,3.984375,0,0,0,0,-1,0.4884701,1,1
296,-529993827,default,TRAIN,94447.52,94776.55,329.0313,CAPTURE,0,-1,0,0.06838021,2,0,0,16,10,6,1,0,68.84375,0,0,125.8984,18.09375,53.02344,15.1875,0,0,-1,0.8268069,1,1
297,-529993827,default,TRAIN,94777.72,94948.67,170.9531,CAPTURE,0,-1,0,0.06803831,2,0,0,5,1,0,0,0,84.57813,0,0,61.78125,8.679688,0,0,0,0,-1,1.119727,1,1
298,-529993827,default,TRAIN,94949.77,95100.88,151.1094,CAPTURE,0,-1,0,0.06769811,2,0,0,3,5,0,0,0,84.32031,0,0,4.632813,49.38281,0,0,0,0,-1,1.054148,1,1
299,-529993827,default,TRAIN,95102.18,95145.49,43.3125,CAPTURE,0,-1,0,0.06735963,1,0,0,1,1,0,0,0,28.86719,0,0,0,7.398438,0,0,0,0,-1,3.268931,1,1
300,-529993827,default,TRAIN,95146.57,95636.3,489.7344,QUEST_COMPLETE,0,-1,0,0.06702283,9,1,0,9,0,5,0,0,326.5547,5.226563,0,93.63281,0,56.70313,0,0,0,-1,0.8929494,1,1
301,-529993827,default,TRAIN,95637.47,96093.2,455.7266,QUEST_COMPLETE,0,-1,0,0.06668772,11,0,0,1,11,0,0,0,387.8359,0,0,18.74219,12.01563,0,0,0,0,-1,0.5331052,1,1
302,-529993827,default,TRAIN,96094.31,96176.34,82.02344,CAPTURE,0,-1,0,0.06635428,1,0,0,0,10,0,0,0,0,0,0,0,21.29688,0,0,0,0,-1,0.547559,1,1
303,-529993827,default,TRAIN,96177.39,96608.37,430.9766,QUEST_COMPLETE,0,-1,0,0.06602251,8,0,0,5,0,0,0,0,285.1797,0,0,78.33594,0,0,0,0,0,-1,0.4328228,1,1
304,-529993827,default,TRAIN,96609.38,96832.02,222.6484,CAPTURE,0,-1,0,0.06569239,5,1,0,0,0,0,0,0,172,4.914063,0,0,0,0,0,0,0,-1,0.3804233,1,1
305,-529993827,default,TRAIN,96833.16,96866.1,32.9375,CAPTURE,0,-1,0,0.06536394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8602998,1,1
306,-529993827,default,TRAIN,96867.11,96914.49,47.38281,CAPTURE,0,-1,0,0.06503712,1,1,0,0,0,1,0,0,24.17969,5.046875,0,0,0,0,0,0,0,-1,2.505498,1,1
307,-529993827,default,TRAIN,96915.59,96957.31,41.72656,CAPTURE,0,-1,0,0.06471193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3.105703,1,1
308,-529993827,default,TRAIN,96958.38,96997.16,38.78125,CAPTURE,0,-1,0,0.06438837,1,0,0,2,0,0,0,0,0,0,0,21.46875,0,0,0,0,0,-1,0.3916627,1,1
309,-529993827,default,TRAIN,96998.18,97748.45,750.2734,QUEST_COMPLETE,0,-1,0,0.06406643,12,0,0,5,14,0,0,0,501.8203,0,0,45.75781,162.8984,0,0,0,0,-1,0.5485053,1,1
310,-529993827,default,TRAIN,97749.53,98525.71,776.1797,QUEST_COMPLETE,0,-1,0,0.0637461,9,0,0,13,15,1,9,0,337.0547,0,0,155.8516,203.3594,13.10156,33.57813,0,0,-1,0.5340465,1,1
311,-529993827,default,TRAIN,98526.75,98829.85,303.1016,QUEST_COMPLETE,0,-1,0,0.06342737,7,0,0,3,0,0,0,0,252.5078,0,0,29.9375,0,0,0,0,0,-1,0.5538717,1,1
312,-529993827,default,TRAIN,98830.88,99133.1,302.2188,QUEST_COMPLETE,0,-1,0,0.06311024,5,0,0,2,2,0,0,0,203.9766,0,0,36.61719,11.52344,0,0,0,0,-1,0.9235407,1,1
313,-529993827,default,TRAIN,99134.25,99314.95,180.7031,CAPTURE,0,-1,0,0.06279469,2,0,0,4,1,1,0,0,84.50781,0,0,63.05469,15.01563,0,0,0,0,-1,1.589954,1,1
314,-529993827,default,TRAIN,99316.05,99696.23,380.1875,QUEST_COMPLETE,0,-1,0,0.06248071,6,1,0,3,4,3,3,0,219.2813,5.164063,0,44.85156,52.01563,39.55469,7.992188,0,0,-1,0.8017066,1,1
315,-529993827,default,TRAIN,99697.38,99739.09,41.71875,CAPTURE,0,-1,0,0.06216831,1,0,0,1,0,0,0,0,36.65625,0,0,0,0,0,0,0,0,-1,4.094738,1,1
316,-529993827,default,TRAIN,99740.26,100345.5,605.2344,QUEST_COMPLETE,0,-1,0,0.06185747,11,0,0,13,0,0,9,0,432.1563,0,0,101.6406,0,0,44.15625,0,0,-1,0.5083062,1,1
317,-529993827,default,TRAIN,100346.5,100365.1,18.61719,CAPTURE,0,-1,0,0.06154818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8326979,1,1
318,-529993827,default,TRAIN,100366.3,100861.2,494.9063,CAPTURE,0,-1,0,0.06124044,3,0,0,13,1,8,1,0,118.8203,0,0,191.8516,4.71875,104.0703,15.17969,0,0,-1,0.84996,1,1
319,-529993827,default,TRAIN,100862.4,101530.3,667.8281,QUEST_COMPLETE,0,-1,0,0.06093424,13,1,0,24,10,0,0,0,483.9453,5.28125,0,128.5078,19.71875,0,0,0,0,-1,0.507901,1,1
320,-529993827,default,TRAIN,101531.3,101871.5,340.2344,CAPTURE,0,-1,0,0.06062957,8,0,0,1,0,0,0,0,315.9375,0,0,0,0,0,0,0,0,-1,1.539116,1,1
321,-529993827,default,TRAIN,101872.8,102078.7,205.8828,CAPTURE,0,-1,0,0.06032642,5,0,0,0,0,0,0,0,172.5469,0,0,0,0,0,0,0,0,-1,1.078411,1,1
322,-529993827,default,TRAIN,102079.8,102235,155.2734,CAPTURE,0,-1,0,0.06002479,2,0,0,0,0,6,0,0,86.47656,0,0,0,0,50.53906,0,0,0,-1,1.682002,1,1
323,-529993827,default,TRAIN,102236.1,102788.3,552.125,QUEST_COMPLETE,0,-1,0,0.05972466,13,0,0,0,1,7,0,0,405.9453,0,0,0,5.179688,92.75,0,0,0,-1,0.9343554,1,1
324,-529993827,default,TRAIN,102789.3,102918.1,128.7578,CAPTURE,0,-1,0,0.05942604,3,0,0,4,0,0,0,0,86.47656,0,0,26.10938,0,0,0,0,0,-1,0.6779811,1,1
325,-529993827,default,TRAIN,102919.1,102926.2,7.023438,CAPTURE,0,-1,0,0.05912891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.300849,1,1
326,-529993827,default,TRAIN,102927.4,103142.9,215.5078,CAPTURE,0,-1,0,0.05883327,5,0,0,2,0,5,0,0,136.0781,0,0,32.80469,0,17.10938,0,0,0,-1,0.4203527,1,1
327,-529993827,default,TRAIN,103144.1,103264.7,120.5859,CAPTURE,0,-1,0,0.0585391,2,1,0,0,0,0,0,0,87.01563,0,0,0,0,0,0,0,0,-1,2.68066,1,1
328,-529993827,default,TRAIN,103265.8,103679.7,413.9141,QUEST_COMPLETE,0,-1,0,0.0582464,9,0,0,3,2,0,9,0,354.2656,0,0,18.53906,0.5703125,0,28.23438,0,0,-1,0.5360379,1,1
329,-529993827,default,TRAIN,103680.9,104151.1,470.1797,QUEST_COMPLETE,0,-1,0,0.05795517,6,0,0,10,19,5,8,0,175.9609,0,0,55.84375,63.35938,69.89063,36.77344,0,0,-1,0.4887994,1,1
330,-529993827,default,TRAIN,104152.2,104500.3,348.1016,QUEST_COMPLETE,0,-1,0,0.0576654,7,0,0,6,0,1,0,0,259.7891,0,0,39.92969,0,13.16406,0,0,0,-1,0.4261734,1,1
331,-529993827,default,TRAIN,104501.6,105126.4,624.8828,QUEST_COMPLETE,0,-1,0,0.05737707,8,1,0,14,15,2,3,0,345.4219,2.476563,0,113.7813,71.34375,30.17969,38.57031,0,0,-1,0.669551,1,1
332,-529993827,default,TRAIN,105127.5,105482.4,354.8672,QUEST_COMPLETE,0,-1,0,0.05709019,4,0,0,12,14,1,2,0,135.1641,0,0,68.375,78.57031,15.10156,23.55469,0,0,-1,0.3314692,1,1
333,-529993827,default,TRAIN,105483.4,105828.6,345.1719,QUEST_COMPLETE,0,-1,0,0.05680474,1,0,0,13,14,0,14,0,30.07031,0,0,142.75,71.9375,0,65.53125,0,0,-1,0.421147,1,1
334,-529993827,default,TRAIN,105829.6,106016.8,187.1719,CAPTURE,0,-1,0,0.05652071,0,0,0,7,1,10,3,0,0,0,0,34.28125,0.5390625,91.32813,38.19531,0,0,-1,0.8098601,1,1
335,-529993827,default,TRAIN,106017.9,106033.6,15.74219,CAPTURE,0,-1,0,0.05623811,0,0,0,2,0,0,0,0,0,0,0,4.867188,0,0,0,0,0,-1,3.691207,1,1
336,-529993827,default,TRAIN,106034.8,106156.1,121.25,CAPTURE,0,-1,0,0.05595692,1,0,0,10,0,0,0,0,45.09375,0,0,39.04688,0,0,0,0,0,-1,1.732887,1,1
337,-529993827,default,TRAIN,106157.1,106174.7,17.53125,CAPTURE,0,-1,0,0.05567713,0,1,0,0,0,1,0,0,0,4.640625,0,0,0,0,0,0,0,-1,4.205686,1,1
338,-529993827,default,TRAIN,106175.8,106757.5,581.6719,QUEST_COMPLETE,0,-1,0,0.05539875,5,2,0,32,17,1,11,0,161.8047,5.546875,0,243.1016,102.1563,4.46875,51.78125,0,0,-1,0.5473667,1,1
339,-529993827,default,TRAIN,106758.5,107087.9,329.375,CAPTURE,0,-1,0,0.05512175,8,0,0,1,0,0,0,0,305.7344,0,0,19.95313,0,0,0,0,0,-1,0.6717092,1,1
340,-529993827,default,TRAIN,107089,107543.8,454.7969,QUEST_COMPLETE,0,-1,0,0.05484615,8,0,0,9,1,1,0,0,291.2031,0,0,78.79688,7.320313,9.125,0,0,0,-1,0.4912558,1,1
341,-529993827,default,TRAIN,107544.8,107964.6,419.7422,CAPTURE,0,-1,0,0.05457192,7,0,0,13,7,0,2,0,298.1094,0,0,74.39063,2.070313,0,21.625,0,0,-1,0.6235818,1,1
342,-529993827,default,TRAIN,107965.7,108017.5,51.77344,CAPTURE,0,-1,0,0.05429906,1,0,0,0,2,0,0,0,0,0,0,0,26.00781,0,0,0,0,-1,0.8515838,1,1
343,-529993827,default,TRAIN,108018.8,108296.1,277.3594,QUEST_COMPLETE,0,-1,0,0.05402756,3,0,0,18,27,0,0,0,90.27344,0,0,139.3984,34.29688,0,0,0,0,-1,0.508166,1,1
344,-529993827,default,TRAIN,108297.1,108556.1,258.9766,CAPTURE,0,-1,0,0.05375743,4,0,0,8,0,0,0,0,112.5391,0,0,87.07813,0,0,0,0,0,-1,0.369591,1,1
345,-529993827,default,TRAIN,108557.2,108845.2,287.9609,CAPTURE,0,-1,0,0.05348864,4,1,0,14,15,0,0,0,132.125,4.859375,0,121.3203,18.05469,0,0,0,0,-1,0.4052122,1,1
346,-529993827,default,TRAIN,108846.3,108934.6,88.3125,CAPTURE,0,-1,0,0.0532212,1,0,0,0,0,0,5,0,0,0,0,0,0,0,23.02344,0,0,-1,0.08012261,1,1
347,-529993827,default,TRAIN,108935.7,109205.2,269.4922,CAPTURE,0,-1,0,0.05295509,3,0,0,6,4,1,1,0,133.6953,0,0,92.07813,11.19531,7.078125,0,0,0,-1,0.9906569,1,1
348,-529993827,default,TRAIN,109206.5,109596.1,389.6484,CAPTURE,0,-1,0,0.05269032,6,0,0,3,8,0,0,0,204.8594,0,0,46.33594,114,0,0,0,0,-1,0.6105571,1,1
349,-529993827,default,TRAIN,109597.3,109747,149.6484,CAPTURE,0,-1,0,0.05242686,4,0,0,0,0,0,0,0,129.25,0,0,0,0,0,0,0,0,-1,0.5517984,1,1
