episodeId,seed,scenarioId,mode,startTime,endTime,duration,terminationReason,success,timeToCapture,totalReward,epsilonUsed,action0_count,action1_count,action2_count,action3_count,action4_count,action5_count,action6_count,action7_count,action0_time,action1_time,action2_time,action3_time,action4_time,action5_time,action6_time,action7_time,uniqueStatesVisited,firstContactTime,tdErrorMean,useLearning,useHeat
350,-529993827,default,TRAIN,109748.1,110219.5,471.4141,QUEST_COMPLETE,0,-1,0,0.05216473,10,0,0,2,11,1,1,0,342.0156,0,0,32.6875,64.14063,12.71094,3.765625,0,0,-1,0.3653417,1,1
351,-529993827,default,TRAIN,110220.6,110510.3,289.7031,CAPTURE,0,-1,0,0.05190391,5,0,0,0,7,0,0,0,164.7578,0,0,0,62.99219,0,0,0,0,-1,0.2934103,1,1
352,-529993827,default,TRAIN,110511.4,110746.3,234.8906,CAPTURE,0,-1,0,0.05164439,1,1,0,21,17,1,1,0,39.01563,0,0,121.9453,19.78125,10.74219,15.83594,0,0,-1,0.5097618,1,1
353,-529993827,default,TRAIN,110747.4,111127.2,379.7734,CAPTURE,0,-1,0,0.05138617,3,1,0,9,3,3,4,0,135.4141,5.109375,0,145.9922,36.40625,28.6875,15.40625,0,0,-1,1.052905,1,1
354,-529993827,default,TRAIN,111128.3,111672,543.7188,QUEST_COMPLETE,0,-1,0,0.05112924,9,0,0,1,19,0,8,0,335.9453,0,0,9.890625,150.6875,0,30.23438,0,0,-1,0.5654365,1,1
355,-529993827,default,TRAIN,111673.1,111809.3,136.2422,CAPTURE,0,-1,0,0.05087359,2,0,0,1,0,0,0,0,84.10938,0,0,0,0,0,0,0,0,-1,2.939546,1,1
356,-529993827,default,TRAIN,111810.5,112490.7,680.1641,QUEST_COMPLETE,0,-1,0,0.05061923,14,0,0,9,4,1,0,0,580.7578,0,0,60.4375,7.914063,0,0,0,0,-1,0.7737716,1,1
357,-529993827,default,TRAIN,112491.8,112754.9,263.0469,CAPTURE,0,-1,0,0.05036613,4,0,0,6,14,0,0,0,118.5234,0,0,63.20313,67.625,0,0,0,0,-1,0.4254791,1,1
358,-529993827,default,TRAIN,112756.1,112973,216.8906,CAPTURE,0,-1,0,0.0501143,0,0,0,12,14,0,0,0,0,0,0,129.0625,43.24219,0,0,0,0,-1,0.8420997,1,1
359,-529993827,default,TRAIN,112974.3,113270.7,296.4063,QUEST_COMPLETE,0,-1,0,0.05,2,1,0,13,19,0,2,0,85.76563,2.445313,0,95.96094,81.59375,0,30.17188,0,0,-1,0.7466508,1,1
360,-529993827,default,TRAIN,113271.7,113855.1,583.3125,CAPTURE,0,-1,0,0.05,7,0,0,6,15,0,0,0,303.5234,0,0,95.71875,159.1641,0,0,0,0,-1,0.8209371,1,1
361,-529993827,default,TRAIN,113856.1,114516.3,660.1563,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,17,11,0,0,0,344.1016,0,0,253.1484,32.07813,0,0,0,0,-1,0.4215626,1,1
362,-529993827,default,TRAIN,114517.3,114664.2,146.8516,CAPTURE,0,-1,0,0.05,3,0,0,0,0,0,0,0,90.1875,0,0,0,0,0,0,0,0,-1,0.3906327,1,1
363,-529993827,default,TRAIN,114665.4,115251.5,586.0781,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,17,0,3,7,0,267.5,0,0,186.9219,0,38.75781,27.36719,0,0,-1,0.4413671,1,1
364,-529993827,default,TRAIN,115252.8,115981.6,728.8594,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,19,0,1,13,0,339.0781,0,0,264.4453,0,15.16406,82.78906,0,0,-1,0.3029743,1,1
365,-529993827,default,TRAIN,115982.7,116609.8,627.1719,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,9,2,0,2,0,456.1563,0,0,131.7422,4.171875,0,7.335938,0,0,-1,0.7064468,1,1
366,-529993827,default,TRAIN,116610.9,116684.4,73.46094,CAPTURE,0,-1,0,0.05,1,0,0,2,0,0,0,0,40.00781,0,0,13.08594,0,0,0,0,0,-1,3.016662,1,1
367,-529993827,default,TRAIN,116685.4,117466.1,780.6953,QUEST_COMPLETE,0,-1,0,0.05,9,2,0,27,0,0,3,0,328.5859,5.984375,0,378.6328,0,0,34.35156,0,0,-1,0.6647918,1,1
368,-529993827,default,TRAIN,117467.1,117553.6,86.42969,CAPTURE,0,-1,0,0.05,1,0,0,0,2,0,0,0,39.42188,0,0,0,12.67188,0,0,0,0,-1,3.465918,1,1
369,-529993827,default,TRAIN,117554.8,118349.7,794.9219,QUEST_COMPLETE,0,-1,0,0.05,14,2,0,2,10,2,7,0,532.0625,7.703125,0,42.80469,102.5625,26.50781,45.03125,0,0,-1,0.4279747,1,1
370,-529993827,default,TRAIN,118350.7,118679.1,328.3438,CAPTURE,0,-1,0,0.05,7,0,0,0,1,0,0,0,304.9063,0,0,0,0,0,0,0,0,-1,1.570385,1,1
371,-529993827,default,TRAIN,118680.2,118745.5,65.32031,CAPTURE,0,-1,0,0.05,0,0,0,1,11,0,0,0,0,0,0,0,49.625,0,0,0,0,-1,1.852172,1,1
372,-529993827,default,TRAIN,118746.7,119038.5,291.7891,CAPTURE,0,-1,0,0.05,1,0,0,7,24,2,1,0,42.17969,0,0,68.10156,148.1719,8.992188,8.132813,0,0,-1,0.879083,1,1
373,-529993827,default,TRAIN,119039.5,119402.2,362.6797,CAPTURE,0,-1,0,0.05,5,2,0,13,2,3,1,0,171.2578,6.382813,0,85.27344,15.29688,45.21875,15.13281,0,0,-1,0.4793472,1,1
374,-529993827,default,TRAIN,119403.2,119740.5,337.2813,CAPTURE,0,-1,0,0.05,7,0,0,5,0,0,0,0,247.2109,0,0,79.03125,0,0,0,0,0,-1,1.056604,1,1
375,-529993827,default,TRAIN,119741.6,120289,547.3516,QUEST_COMPLETE,0,-1,0,0.05,9,2,0,7,14,2,0,0,353.1172,8.757813,0,105.0938,29.36719,26.39844,0,0,0,-1,0.844757,1,1
376,-529993827,default,TRAIN,120290.1,120445.6,155.5469,CAPTURE,0,-1,0,0.05,0,0,0,8,0,0,0,0,0,0,0,111.5547,0,0,0,0,0,-1,1.700553,1,1
377,-529993827,default,TRAIN,120446.7,120695.3,248.6406,QUEST_COMPLETE,0,-1,0,0.05,3,0,0,8,0,0,0,0,72.57031,0,0,118.8281,0,0,0,0,0,-1,0.8740659,1,1
378,-529993827,default,TRAIN,120696.4,120801.5,105.1328,CAPTURE,0,-1,0,0.05,2,0,0,2,0,0,0,0,87.75781,0,0,9.90625,0,0,0,0,0,-1,2.471373,1,1
379,-529993827,default,TRAIN,120802.5,121040.4,237.8672,CAPTURE,0,-1,0,0.05,4,0,0,1,0,5,0,0,139.4375,0,0,25.02344,0,49.64844,0,0,0,-1,1.418645,1,1
380,-529993827,default,TRAIN,121041.6,121327.9,286.3281,CAPTURE,0,-1,0,0.05,4,1,0,13,0,1,0,0,117.4766,5.25,0,141.6406,0,12.66406,0,0,0,-1,1.097458,1,1
381,-529993827,default,TRAIN,121329.1,121494.5,165.4609,CAPTURE,0,-1,0,0.05,4,0,0,1,0,0,0,0,129.1797,0,0,15.89063,0,0,0,0,0,-1,0.7635117,1,1
382,-529993827,default,TRAIN,121495.5,122166.1,670.5547,QUEST_COMPLETE,0,-1,0,0.05,12,0,0,9,1,0,0,0,463.8672,0,0,127.7031,0.296875,0,0,0,0,-1,0.4420631,1,1
383,-529993827,default,TRAIN,122167.2,122297.3,130.1016,CAPTURE,0,-1,0,0.05,2,1,0,5,0,1,0,0,79.78906,5.054688,0,31.58594,0,9.101563,0,0,0,-1,1.6728,1,1
384,-529993827,default,TRAIN,122298.3,122352.1,53.78125,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3.451496,1,1
385,-529993827,default,TRAIN,122353.4,122404,50.63281,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,44.67188,0,0,0,0,0,0,0,0,-1,0.1975455,1,1
386,-529993827,default,TRAIN,122405.1,122487.5,82.41406,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4171706,1,1
387,-529993827,default,TRAIN,122488.5,122574.7,86.21094,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,39.92969,0,0,0,0,0,0,0,0,-1,0.5741264,1,1
388,-529993827,default,TRAIN,122575.9,122638.4,62.42188,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.803988,1,1
389,-529993827,default,TRAIN,122639.5,122720.6,81.10938,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.11719,0,0,0,0,0,0,0,0,-1,0.8608925,1,1
390,-529993827,default,TRAIN,122721.9,123170.6,448.7109,QUEST_COMPLETE,0,-1,0,0.05,7,1,0,9,2,6,1,0,206.1484,5.25,0,126.9141,10.39844,62.51563,3.171875,0,0,-1,0.4713285,1,1
391,-529993827,default,TRAIN,123171.6,123375.7,204.1016,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,154.8984,0,0,0,0,0,0,0,0,-1,0.1486274,1,1
392,-529993827,default,TRAIN,123376.8,123441.1,64.28906,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,42.16406,0,0,0,0,0,0,0,0,-1,0.7113703,1,1
393,-529993827,default,TRAIN,123442.1,123872.3,430.1953,CAPTURE,0,-1,0,0.05,5,1,0,11,0,6,0,0,201.0703,5.5,0,139.2969,0,76.95313,0,0,0,-1,0.8564889,1,1
394,-529993827,default,TRAIN,123873.5,124227.1,353.5391,QUEST_COMPLETE,0,-1,0,0.05,7,1,0,4,1,0,0,0,244.1328,5.039063,0,54.75781,10.97656,0,0,0,0,-1,1.116326,1,1
395,-529993827,default,TRAIN,124228.3,124904.1,675.8594,QUEST_COMPLETE,0,-1,0,0.05,13,1,0,10,10,1,1,0,469.0547,2.3125,0,132.5703,22.17188,13.28906,8.703125,0,0,-1,0.5392628,1,1
396,-529993827,default,TRAIN,124905.1,125012.2,107.1016,CAPTURE,0,-1,0,0.05,1,0,0,2,0,0,0,0,43.96094,0,0,13.89063,0,0,0,0,0,-1,2.713642,1,1
397,-529993827,default,TRAIN,125013.3,125093.5,80.22656,CAPTURE,0,-1,0,0.05,2,0,0,1,1,0,0,0,40.00781,0,0,11.4375,0.296875,0,0,0,0,-1,1.922784,1,1
398,-529993827,default,TRAIN,125094.6,125611.7,517.0938,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,4,0,4,0,0,382.3984,0,0,41.63281,0,38.39844,0,0,0,-1,0.6700075,1,1
399,-529993827,default,TRAIN,125612.8,125955.9,343.1094,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,15,0,0,0,0,248.7813,0,0,82.41406,0,0,0,0,0,-1,0.3618056,1,1
400,-529993827,default,TRAIN,125957,126058.9,101.875,CAPTURE,0,-1,0,0.05,1,0,0,10,0,0,0,0,42.71094,0,0,18.92188,0,0,0,0,0,-1,1.195469,1,1
401,-529993827,default,TRAIN,126060.1,126465.8,405.7344,CAPTURE,0,-1,0,0.05,6,1,0,9,0,1,3,0,191.1328,5.234375,0,134.9141,0,5.132813,42.66406,0,0,-1,0.8488249,1,1
402,-529993827,default,TRAIN,126466.9,126832.9,365.9609,CAPTURE,0,-1,0,0.05,2,1,0,12,4,0,1,0,86.17969,2.375,0,194.6563,30.1875,0,0,0,0,-1,1.023412,1,1
403,-529993827,default,TRAIN,126833.9,127274.4,440.5469,CAPTURE,0,-1,0,0.05,6,0,0,4,5,5,9,0,205.3438,0,0,59.84375,46.5,56.46094,68.5,0,0,-1,0.7357575,1,1
404,-529993827,default,TRAIN,127275.6,127297,21.375,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,1.351563,0,0,0,0,0,-1,1.270076,1,1
405,-529993827,default,TRAIN,127298.1,127657.9,359.7188,CAPTURE,0,-1,0,0.05,6,1,0,4,4,3,9,0,194.5234,2.578125,0,37.16406,39.02344,35.91406,42.28906,0,0,-1,0.7989074,1,1
406,-529993827,default,TRAIN,127658.9,127982.1,323.2109,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,2,1,0,8,0,203.6328,0,0,29.28906,9.632813,0,41.20313,0,0,-1,0.7025334,1,1
407,-529993827,default,TRAIN,127983.2,128514.6,531.3672,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,9,12,4,2,0,342.5547,0,0,58.75781,42.97656,39.35938,30.11719,0,0,-1,0.5778661,1,1
408,-529993827,default,TRAIN,128515.7,129124.8,609.1094,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,4,0,15,6,0,294.5625,0,0,52.89063,0,174.4922,73.01563,0,0,-1,0.6913012,1,1
409,-529993827,default,TRAIN,129125.9,129344.7,218.7578,CAPTURE,0,-1,0,0.05,5,1,0,0,0,2,0,0,158.1719,2.539063,0,0,0,23.9375,0,0,0,-1,0.3978648,1,1
410,-529993827,default,TRAIN,129345.7,129818.3,472.5938,QUEST_COMPLETE,0,-1,0,0.05,10,3,0,2,7,1,0,0,364.3984,8.601563,0,2.929688,55.0625,9.078125,0,0,0,-1,0.3382145,1,1
411,-529993827,default,TRAIN,129819.3,130131.6,312.2891,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,2,2,0,0,0,248.6172,0,0,17.22656,9.640625,0,0,0,0,-1,0.3760603,1,1
412,-529993827,default,TRAIN,130132.6,130149.1,16.4375,CAPTURE,0,-1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1
413,-529993827,default,TRAIN,130150.3,130393.1,242.7813,CAPTURE,0,-1,0,0.05,6,1,0,0,0,2,1,0,197.1875,5.335938,0,0,0,26.66406,0,0,0,-1,1.272547,1,1
414,-529993827,default,TRAIN,130394.1,130793.5,399.3516,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,1,0,1,0,0,366.9844,0,0,3.8125,0,13.25,0,0,0,-1,0.6823393,1,1
415,-529993827,default,TRAIN,130794.6,131069,274.375,CAPTURE,0,-1,0,0.05,4,0,0,0,6,0,0,0,174.6953,0,0,0,55.19531,0,0,0,0,-1,1.011966,1,1
416,-529993827,default,TRAIN,131070.1,131308.2,238.0938,CAPTURE,0,-1,0,0.05,4,1,0,12,0,0,0,0,131.25,6.171875,0,89.97656,0,0,0,0,0,-1,1.024975,1,1
417,-529993827,default,TRAIN,131309.3,132244.5,935.1875,QUEST_COMPLETE,0,-1,0,0.05,10,0,0,22,2,12,9,0,398.4531,0,0,361.9375,17.0625,85.9375,45.14063,0,0,-1,0.5797674,1,1
418,-529993827,default,TRAIN,132245.7,132304.4,58.64063,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5166349,1,1
419,-529993827,default,TRAIN,132305.5,132968.5,663.0469,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,9,10,0,0,0,399.5,0,0,136.0156,109.1563,0,0,0,0,-1,0.4705567,1,1
420,-529993827,default,TRAIN,132969.5,133376.7,407.125,CAPTURE,0,-1,0,0.05,7,0,0,7,0,0,0,0,249.3125,0,0,105.2188,0,0,0,0,0,-1,0.351879,1,1
421,-529993827,default,TRAIN,133377.9,133525.8,147.8281,CAPTURE,0,-1,0,0.05,2,0,0,8,10,0,0,0,45.1875,0,0,31.53125,19.45313,0,0,0,0,-1,0.5094964,1,1
422,-529993827,default,TRAIN,133527,133829.4,302.3281,CAPTURE,0,-1,0,0.05,5,2,0,5,0,1,0,0,191.5469,19.78125,0,78.82813,0,0,0,0,0,-1,1.113691,1,1
423,-529993827,default,TRAIN,133830.4,133871.2,40.82813,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2.789437,1,1
424,-529993827,default,TRAIN,133872.4,134022.1,149.7813,CAPTURE,0,-1,0,0.05,3,0,0,0,0,3,0,0,126.75,0,0,0,0,14.9375,0,0,0,-1,1.756533,1,1
425,-529993827,default,TRAIN,134023.3,134416.4,393.1406,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,2,0,0,0,0,312.9688,0,0,30,0,0,0,0,0,-1,0.7671058,1,1
426,-529993827,default,TRAIN,134417.4,134625.4,207.9375,CAPTURE,0,-1,0,0.05,4,0,0,3,0,0,0,0,171.0313,0,0,31.89063,0,0,0,0,0,-1,1.618603,1,1
427,-529993827,default,TRAIN,134626.8,135467.3,840.5781,QUEST_COMPLETE,0,-1,0,0.05,8,1,0,0,1,35,33,0,269.8438,5.21875,0,0,4.09375,253.0781,272.2344,0,0,-1,0.1087445,1,1
428,-529993827,default,TRAIN,135468.5,135916.8,448.2656,CAPTURE,0,-1,0,0.05,8,0,0,7,0,0,0,0,299.6406,0,0,99.125,0,0,0,0,0,-1,0.5454208,1,1
429,-529993827,default,TRAIN,135918,136303.4,385.4063,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,2,0,0,2,0,312.2969,0,0,15.59375,0,0,24.21875,0,0,-1,0.4085048,1,1
430,-529993827,default,TRAIN,136304.7,136502.2,197.4844,CAPTURE,0,-1,0,0.05,4,0,0,2,0,0,0,0,162.0313,0,0,13.40625,0,0,0,0,0,-1,1.649323,1,1
431,-529993827,default,TRAIN,136503.3,136595.6,92.35938,CAPTURE,0,-1,0,0.05,2,0,0,1,2,0,0,0,28.73438,0,0,23.51563,0.734375,0,0,0,0,-1,0.7566166,1,1
432,-529993827,default,TRAIN,136596.6,136881.4,284.7969,CAPTURE,0,-1,0,0.05,6,1,0,2,1,1,0,0,234.6406,5,0,25.5625,1.890625,0,0,0,0,-1,1.092682,1,1
433,-529993827,default,TRAIN,136882.7,137307.7,424.9844,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,19,2,0,3,0,148.125,0,0,241.6719,5.359375,0,19.42188,0,0,-1,0.4578072,1,1
434,-529993827,default,TRAIN,137308.8,137361,52.29688,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.0625,0,0,0,0,0,0,0,0,-1,0.8272842,1,1
435,-529993827,default,TRAIN,137362.2,137674.6,312.3438,CAPTURE,0,-1,0,0.05,1,0,0,17,4,0,0,0,40.95313,0,0,223.4375,32.90625,0,0,0,0,-1,1.000454,1,1
436,-529993827,default,TRAIN,137675.7,138466.3,790.6563,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,26,12,7,8,0,340.8281,0,0,209.9688,113.375,76.57813,49.23438,0,0,-1,0.4805109,1,1
437,-529993827,default,TRAIN,138467.4,139007.4,539.9375,QUEST_COMPLETE,0,-1,0,0.05,11,1,0,11,0,3,7,0,378.1719,5.3125,0,44.28125,0,37.29688,32.10938,0,0,-1,0.4141949,1,1
438,-529993827,default,TRAIN,139008.5,139510.8,502.3281,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,7,1,0,0,0,346.0938,0,0,110.125,10.42188,0,0,0,0,-1,0.3505926,1,1
439,-529993827,default,TRAIN,139512,140083.3,571.3906,QUEST_COMPLETE,0,-1,0,0.05,13,0,0,2,0,2,0,0,473.1875,0,0,33.10938,0,23.85938,0,0,0,-1,0.4023925,1,1
440,-529993827,default,TRAIN,140084.5,140132.5,48.0625,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0238517,1,1
441,-529993827,default,TRAIN,140133.7,140193.1,59.48438,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3815149,1,1
442,-529993827,default,TRAIN,140194.3,140398.1,203.7188,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,177.75,0,0,0,0,0,0,0,0,-1,0.4132151,1,1
443,-529993827,default,TRAIN,140399.1,141101.3,702.1875,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,7,11,8,1,0,388.6094,0,0,74.96875,107.1875,78.53125,15.17188,0,0,-1,0.4169815,1,1
444,-529993827,default,TRAIN,141102.4,141329.9,227.5469,CAPTURE,0,-1,0,0.05,4,0,0,1,0,2,0,0,172.4688,0,0,14.3125,0,11.3125,0,0,0,-1,1.767491,1,1
445,-529993827,default,TRAIN,141331,141512.5,181.4688,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,162.1094,0,0,0,0,0,0,0,0,-1,1.035594,1,1
446,-529993827,default,TRAIN,141513.5,141603.2,89.6875,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.125,0,0,0,0,0,0,0,0,-1,0.3661144,1,1
447,-529993827,default,TRAIN,141604.3,141701.5,97.1875,CAPTURE,0,-1,0,0.05,2,0,0,1,0,0,0,0,43.82813,0,0,9.296875,0,0,0,0,0,-1,0.3878493,1,1
448,-529993827,default,TRAIN,141702.5,142124.9,422.4531,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,2,0,4,6,0,289.2031,0,0,29.85938,0,46.15625,20.71875,0,0,-1,0.2607608,1,1
449,-529993827,default,TRAIN,142126,142264.3,138.3125,CAPTURE,0,-1,0,0.05,2,0,0,0,0,2,0,0,45.09375,0,0,0,0,20.15625,0,0,0,-1,0.3619898,1,1
450,-529993827,default,TRAIN,142265.5,142370.8,105.3438,CAPTURE,0,-1,0,0.05,3,0,0,1,0,0,0,0,74.17188,0,0,8,0,0,0,0,0,-1,0.7958935,1,1
451,-529993827,default,TRAIN,142372,142538.3,166.2969,CAPTURE,0,-1,0,0.05,4,0,0,0,0,0,0,0,129.1563,0,0,0,0,0,0,0,0,-1,0.5776749,1,1
452,-529993827,default,TRAIN,142539.4,142557.7,18.25,CAPTURE,0,-1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1
453,-529993827,default,TRAIN,142558.7,142838,279.3281,CAPTURE,0,-1,0,0.05,6,0,0,1,0,8,0,0,190.4219,0,0,15.03125,0,36.48438,0,0,0,-1,0.3600482,1,1
454,-529993827,default,TRAIN,142839.1,143051.3,212.1875,CAPTURE,0,-1,0,0.05,2,0,0,3,1,3,0,0,82.57813,0,0,48.6875,14.90625,30.25,0,0,0,-1,1.776702,1,1
455,-529993827,default,TRAIN,143052.5,143743.8,691.3594,QUEST_COMPLETE,0,-1,0,0.05,13,0,0,9,0,0,0,0,520.6406,0,0,143.4063,0,0,0,0,0,-1,0.4239519,1,1
456,-529993827,default,TRAIN,143744.9,143774.3,29.35938,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.00212873,1,1
457,-529993827,default,TRAIN,143775.3,143890.2,114.8438,CAPTURE,0,-1,0,0.05,1,1,0,1,1,0,5,0,37.10938,4.609375,0,6.71875,0.34375,0,22.65625,0,0,-1,1.283571,1,1
458,-529993827,default,TRAIN,143891.3,144312.9,421.5938,QUEST_COMPLETE,0,-1,0,0.05,10,1,0,2,0,0,10,0,335.6875,3.359375,0,2.84375,0,0,42.125,0,0,-1,0.8538268,1,1
459,-529993827,default,TRAIN,144314,144393.7,79.64063,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.01563,0,0,0,0,0,0,0,0,-1,0.3709304,1,1
460,-529993827,default,TRAIN,144394.8,144538,143.1719,CAPTURE,0,-1,0,0.05,3,0,0,3,0,0,0,0,90.46875,0,0,36.40625,0,0,0,0,0,-1,0.4714825,1,1
461,-529993827,default,TRAIN,144539.2,144608.2,69.0625,CAPTURE,0,-1,0,0.05,2,0,0,1,0,0,0,0,45.15625,0,0,8.0625,0,0,0,0,0,-1,0.6163289,1,1
462,-529993827,default,TRAIN,144609.3,145364.3,754.9063,QUEST_COMPLETE,0,-1,0,0.05,14,0,0,22,0,3,0,0,540.8125,0,0,152.7813,0,35.14063,0,0,0,-1,0.5218058,1,1
463,-529993827,default,TRAIN,145365.3,145892.3,526.9531,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,16,0,0,0,0,321.875,0,0,149.8906,0,0,0,0,0,-1,0.3532404,1,1
464,-529993827,default,TRAIN,145893.3,146263.1,369.7188,QUEST_COMPLETE,0,-1,0,0.05,5,0,0,0,16,5,3,0,160.9375,0,0,0,107.6094,61.07813,37.82813,0,0,-1,0.3951568,1,1
465,-529993827,default,TRAIN,146264.3,146407.9,143.5938,CAPTURE,0,-1,0,0.05,3,0,0,1,0,0,0,0,86.375,0,0,13.5625,0,0,0,0,0,-1,0.4516453,1,1
466,-529993827,default,TRAIN,146409.1,146859.3,450.2031,CAPTURE,0,-1,0,0.05,4,0,0,1,3,13,3,0,140.875,0,0,25.125,43.29688,161.8594,31.45313,0,0,-1,1.109652,1,1
467,-529993827,default,TRAIN,146860.3,147809.9,949.625,QUEST_COMPLETE,0,-1,0,0.05,17,0,0,0,11,7,17,0,546.6875,0,0,0,128.1563,93.46875,170.4688,0,0,-1,0.510956,1,1
468,-529993827,default,TRAIN,147811,148018.3,207.2188,CAPTURE,0,-1,0,0.05,5,0,0,1,0,0,0,0,201.7344,0,0,0,0,0,0,0,0,-1,2.155719,1,1
469,-529993827,default,TRAIN,148019.4,148184.7,165.2344,CAPTURE,0,-1,0,0.05,3,0,0,4,0,0,0,0,126.9063,0,0,23.39063,0,0,0,0,0,-1,1.749022,1,1
470,-529993827,default,TRAIN,148185.9,148786,600.125,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,2,24,4,5,0,421.2344,0,0,17.625,49.25,47.60938,22.0625,0,0,-1,0.4763118,1,1
471,-529993827,default,TRAIN,148787.1,148814.5,27.32813,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3804777,1,1
472,-529993827,default,TRAIN,148815.5,148852,36.5,CAPTURE,0,-1,0,0.05,0,1,0,0,0,1,0,0,0,2.328125,0,0,0,0,0,0,0,-1,3.105493,1,1
473,-529993827,default,TRAIN,148853.1,148894.5,41.39063,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,-1,1.940702,1,1
