episodeId,seed,scenarioId,mode,startTime,endTime,duration,terminationReason,success,timeToCapture,totalReward,epsilonUsed,action0_count,action1_count,action2_count,action3_count,action4_count,action5_count,action6_count,action7_count,action0_time,action1_time,action2_time,action3_time,action4_time,action5_time,action6_time,action7_time,uniqueStatesVisited,firstContactTime,tdErrorMean,useLearning,useHeat
474,-529993827,default,TRAIN,148895.5,149127.6,232.0156,CAPTURE,0,-1,0,0.05,3,2,0,1,0,9,1,0,106.0781,9.421875,0,5.03125,0,93.96875,7.625,0,0,-1,0.990292,1,1
475,-529993827,default,TRAIN,149128.6,149634.6,506.0469,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,4,0,0,7,0,381.625,0,0,62.125,0,0,46.23438,0,0,-1,0.8525715,1,1
476,-529993827,default,TRAIN,149635.7,149684.6,48.90625,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,43.82813,0,0,0,0,0,0,0,0,-1,1.12447,1,1
477,-529993827,default,TRAIN,149685.8,150500.8,815.0156,CAPTURE,0,-1,0,0.05,11,1,0,8,9,11,12,0,447.2344,2.453125,0,95.76563,19.54688,101.1094,92.98438,0,0,-1,0.5177913,1,1
478,-529993827,default,TRAIN,150502.1,150511.6,9.515625,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,4.84375,0,0,0,0,0,-1,0.6154388,1,1
479,-529993827,default,TRAIN,150512.8,150654.4,141.5625,CAPTURE,0,-1,0,0.05,3,1,0,0,0,2,0,0,100.9063,4.578125,0,0,0,11.78125,0,0,0,-1,1.775244,1,1
480,-529993827,default,TRAIN,150655.6,150692.6,36.96875,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,5.21875,0,0,0,0,0,-1,1.599086,1,1
481,-529993827,default,TRAIN,150693.8,151164.9,471.0625,CAPTURE,0,-1,0,0.05,8,2,0,11,0,0,0,0,280.1719,6.5,0,167.5781,0,0,0,0,0,-1,0.5377266,1,1
482,-529993827,default,TRAIN,151166,151419.2,253.1719,CAPTURE,0,-1,0,0.05,5,0,0,0,0,1,2,0,188.5625,0,0,0,0,15.10938,15.09375,0,0,-1,1.489608,1,1
483,-529993827,default,TRAIN,151420.3,151746.5,326.1719,CAPTURE,0,-1,0,0.05,3,0,0,9,2,1,9,0,113.2188,0,0,142.9375,4.4375,15.07813,35,0,0,-1,1.026286,1,1
484,-529993827,default,TRAIN,151747.6,151882.8,135.125,CAPTURE,0,-1,0,0.05,1,1,0,1,7,0,0,0,42.07813,4.953125,0,4.6875,68.67188,0,0,0,0,-1,1.394344,1,1
485,-529993827,default,TRAIN,151883.9,151930.3,46.375,CAPTURE,0,-1,0,0.05,2,0,0,2,0,0,0,0,39.60938,0,0,2.9375,0,0,0,0,0,-1,0.0733875,1,1
486,-529993827,default,TRAIN,151931.6,152564.3,632.7656,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,2,0,23,1,0,351.4063,0,0,11.46875,0,207.8281,15.09375,0,0,-1,0.6394008,1,1
487,-529993827,default,TRAIN,152565.5,152607.7,42.1875,CAPTURE,0,-1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1
488,-529993827,default,TRAIN,152608.8,153183.5,574.6563,QUEST_COMPLETE,0,-1,0,0.05,10,1,0,2,18,0,20,0,404.625,4.859375,0,2.859375,74.79688,0,85.46875,0,0,-1,0.5976724,1,1
489,-529993827,default,TRAIN,153184.5,153406.5,222.0625,CAPTURE,0,-1,0,0.05,6,0,0,0,0,0,0,0,207.0313,0,0,0,0,0,0,0,0,-1,0.4105367,1,1
490,-529993827,default,TRAIN,153407.7,153921.8,514.1094,QUEST_COMPLETE,0,-1,0,0.05,10,0,0,11,9,0,3,0,384.3438,0,0,53.07813,2.671875,0,26,0,0,-1,0.5765913,1,1
491,-529993827,default,TRAIN,153922.9,154031.2,108.3594,CAPTURE,0,-1,0,0.05,1,1,0,0,2,0,0,0,45.28125,0,0,0,20.5625,0,0,0,0,-1,2.065737,1,1
492,-529993827,default,TRAIN,154032.4,154084.5,52.15625,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8546809,1,1
493,-529993827,default,TRAIN,154085.6,154792.1,706.5469,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,14,8,7,2,0,270.7344,0,0,188.5156,73.92188,102.8906,20.14063,0,0,-1,0.4018501,1,1
494,-529993827,default,TRAIN,154793.2,154871.5,78.3125,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,43.95313,0,0,0,0,0,0,0,0,-1,0.6408368,1,1
495,-529993827,default,TRAIN,154872.5,155190.6,318.0781,CAPTURE,0,-1,0,0.05,4,0,0,0,9,0,0,0,179.0625,0,0,0,88.73438,0,0,0,0,-1,1.009466,1,1
496,-529993827,default,TRAIN,155191.7,155310.5,118.8281,CAPTURE,0,-1,0,0.05,2,2,0,2,0,0,0,0,88.35938,13.10938,0,12.57813,0,0,0,0,0,-1,1.448799,1,1
497,-529993827,default,TRAIN,155311.8,155909.3,597.5469,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,21,0,0,11,0,243.3281,0,0,291.5156,0,0,45.54688,0,0,-1,0.4003418,1,1
498,-529993827,default,TRAIN,155910.3,156208.6,298.3125,CAPTURE,0,-1,0,0.05,4,1,0,9,1,0,8,0,168.5781,5.046875,0,40.92188,1.921875,0,31.875,0,0,-1,0.7813815,1,1
499,-529993827,default,TRAIN,156209.7,156569.1,359.3594,QUEST_COMPLETE,0,-1,0,0.05,5,1,0,13,5,3,1,0,179.2031,5.28125,0,84.54688,9.5625,39.07813,14.04688,0,0,-1,0.8692325,1,1
500,-529993827,default,TRAIN,156570.2,156953.1,382.9063,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,4,14,0,0,0,248,0,0,63.71875,55.71875,0,0,0,0,-1,0.7094555,1,1
501,-529993827,default,TRAIN,156954.2,158162.8,1208.656,QUEST_COMPLETE,0,-1,0,0.05,19,1,0,15,1,9,28,0,739.9063,2.625,0,218.1563,0.296875,116.3281,104.2031,0,0,-1,0.3736472,1,1
502,-529993827,default,TRAIN,158164,158488.7,324.75,CAPTURE,0,-1,0,0.05,4,0,0,3,2,5,0,0,163.6406,0,0,47.8125,17.03125,58.5,0,0,0,-1,1.292027,1,1
503,-529993827,default,TRAIN,158489.9,158497.6,7.71875,CAPTURE,0,-1,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,6.838282,1,1
504,-529993827,default,TRAIN,158498.7,159291.5,792.8125,QUEST_COMPLETE,0,-1,0,0.05,16,0,0,3,8,6,7,0,596.8125,0,0,45.9375,3.890625,81.65625,35.40625,0,0,-1,0.4315011,1,1
505,-529993827,default,TRAIN,159292.6,159448.8,156.2188,CAPTURE,0,-1,0,0.05,1,0,0,0,8,6,0,0,45.23438,0,0,0,17.6875,67.03125,0,0,0,-1,0.9088652,1,1
506,-529993827,default,TRAIN,159449.8,159489.8,39.96875,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,23.84375,0,0,0,0,0,-1,1.840483,1,1
507,-529993827,default,TRAIN,159490.8,159570.3,79.5625,CAPTURE,0,-1,0,0.05,1,0,0,0,10,0,0,0,0,0,0,0,21.89063,0,0,0,0,-1,0.6249474,1,1
508,-529993827,default,TRAIN,159571.6,159667.6,95.98438,CAPTURE,0,-1,0,0.05,3,1,0,0,0,1,0,0,68.96875,4.875,0,0,0,5.28125,0,0,0,-1,0.4938249,1,1
509,-529993827,default,TRAIN,159668.8,159992.8,323.9219,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,3,0,0,0,0,246.9531,0,0,36,0,0,0,0,0,-1,0.8535887,1,1
510,-529993827,default,TRAIN,159993.9,160212.3,218.3125,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,177.8438,0,0,0,0,0,0,0,0,-1,0.570427,1,1
511,-529993827,default,TRAIN,160213.4,160528.6,315.1719,QUEST_COMPLETE,0,-1,0,0.05,7,1,0,0,0,1,0,0,248.5469,4.84375,0,0,0,11.28125,0,0,0,-1,0.5259267,1,1
512,-529993827,default,TRAIN,160529.7,160678.4,148.7188,CAPTURE,0,-1,0,0.05,4,0,0,0,0,0,0,0,115.4531,0,0,0,0,0,0,0,0,-1,0.3692662,1,1
513,-529993827,default,TRAIN,160679.6,160761.1,81.45313,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,44.03125,0,0,0,0,0,0,0,0,-1,0.5808924,1,1
514,-529993827,default,TRAIN,160762.3,160971.9,209.6563,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,160.8594,0,0,0,0,0,0,0,0,-1,0.5208864,1,1
515,-529993827,default,TRAIN,160973.3,161068.7,95.45313,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.07813,0,0,0,0,0,0,0,0,-1,0.1002563,1,1
516,-529993827,default,TRAIN,161069.7,161496.6,426.9063,CAPTURE,0,-1,0,0.05,10,0,0,3,0,0,0,0,368.3281,0,0,15.75,0,0,0,0,0,-1,0.6064218,1,1
517,-529993827,default,TRAIN,161497.7,161640.6,142.8906,CAPTURE,0,-1,0,0.05,1,0,0,8,0,2,0,0,45.14063,0,0,48.79688,0,14.48438,0,0,0,-1,0.9611158,1,1
518,-529993827,default,TRAIN,161641.6,161727.5,85.9375,CAPTURE,0,-1,0,0.05,1,0,0,1,0,2,0,0,0,0,0,4.96875,0,29.78125,0,0,0,-1,1.448974,1,1
519,-529993827,default,TRAIN,161728.6,161751,22.39063,CAPTURE,0,-1,0,0.05,0,0,0,2,0,0,0,0,0,0,0,13.79688,0,0,0,0,0,-1,3.332049,1,1
520,-529993827,default,TRAIN,161752.2,162297.9,545.75,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,10,9,9,9,0,248.6563,0,0,67.79688,84.03125,52.90625,61.15625,0,0,-1,0.4934005,1,1
521,-529993827,default,TRAIN,162298.9,162929.2,630.25,CAPTURE,0,-1,0,0.05,13,0,0,21,9,0,10,0,523.5,0,0,34.4375,2.65625,0,30.96875,0,0,-1,0.4824281,1,1
522,-529993827,default,TRAIN,162930.4,163216.7,286.2969,CAPTURE,0,-1,0,0.05,7,0,0,0,0,0,0,0,253.5938,0,0,0,0,0,0,0,0,-1,0.6826651,1,1
523,-529993827,default,TRAIN,163217.8,163517.6,299.7969,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,9,0,0,0,0,187.2969,0,0,92.34375,0,0,0,0,0,-1,0.4658061,1,1
524,-529993827,default,TRAIN,163518.8,163706.2,187.375,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,0,0,0,0,0,129.0938,0,0,0,0,0,0,0,0,-1,0.3940953,1,1
525,-529993827,default,TRAIN,163707.3,163758.8,51.5,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.2517682,1,1
526,-529993827,default,TRAIN,163760,163970.8,210.8125,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,159.7969,0,0,0,0,0,0,0,0,-1,0.4342744,1,1
527,-529993827,default,TRAIN,163971.9,164269.5,297.5625,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,5,0,0,0,0,204.125,0,0,72.29688,0,0,0,0,0,-1,0.4554838,1,1
528,-529993827,default,TRAIN,164270.5,164393,122.5,CAPTURE,0,-1,0,0.05,1,0,0,6,0,0,0,0,0,0,0,39.4375,0,0,0,0,0,-1,0.1534902,1,1
529,-529993827,default,TRAIN,164394,164747.3,353.2969,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,6,0,0,0,0,217.6094,0,0,68.0625,0,0,0,0,0,-1,0.2741519,1,1
530,-529993827,default,TRAIN,164748.4,165130.7,382.3125,CAPTURE,0,-1,0,0.05,7,0,0,17,0,0,0,0,262.6563,0,0,113.4531,0,0,0,0,0,-1,0.2081124,1,1
531,-529993827,default,TRAIN,165131.8,165345.9,214.0781,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,159.6094,0,0,0,0,0,0,0,0,-1,0.1882928,1,1
532,-529993827,default,TRAIN,165347,165909.4,562.4688,CAPTURE,0,-1,0,0.05,8,0,0,7,5,3,2,0,321.6406,0,0,101.4219,44.96875,39.875,13.84375,0,0,-1,0.8685336,1,1
533,-529993827,default,TRAIN,165910.7,166361,450.2969,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,1,0,0,0,0,424.7031,0,0,14.03125,0,0,0,0,0,-1,0.9207603,1,1
534,-529993827,default,TRAIN,166362,166805.4,443.375,QUEST_COMPLETE,0,-1,0,0.05,10,1,0,1,1,1,0,0,362.8906,4.921875,0,16.70313,7.171875,9.5,0,0,0,-1,0.5167548,1,1
535,-529993827,default,TRAIN,166806.4,167119.4,313,CAPTURE,0,-1,0,0.05,7,0,0,0,0,1,0,0,246.5,0,0,0,0,14.09375,0,0,0,-1,0.4215462,1,1
536,-529993827,default,TRAIN,167120.6,167153,32.48438,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4819547,1,1
537,-529993827,default,TRAIN,167154.3,167456.6,302.3594,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,9,1,0,7,0,133.25,0,0,98.1875,11.21875,0,21.85938,0,0,-1,0.5796719,1,1
538,-529993827,default,TRAIN,167457.8,167569.6,111.75,CAPTURE,0,-1,0,0.05,2,1,0,0,0,1,1,0,81.07813,2.65625,0,0,0,13.79688,0,0,0,-1,2.18254,1,1
539,-529993827,default,TRAIN,167570.6,168116.7,546.0781,QUEST_COMPLETE,0,-1,0,0.05,9,1,0,4,7,2,11,0,348.4219,2.328125,0,45.78125,62.85938,25.46875,44.89063,0,0,-1,0.3984007,1,1
540,-529993827,default,TRAIN,168117.8,168359.5,241.7188,CAPTURE,0,-1,0,0.05,5,0,0,0,0,0,0,0,172.6719,0,0,0,0,0,0,0,0,-1,0.4291686,1,1
541,-529993827,default,TRAIN,168360.8,168423.5,62.79688,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,44.0625,0,0,0,0,0,0,0,0,-1,0.6594175,1,1
542,-529993827,default,TRAIN,168424.7,168784.7,360,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,0,0,1,1,0,298.3594,0,0,0,0,13.64063,8.890625,0,0,-1,0.4317881,1,1
543,-529993827,default,TRAIN,168785.7,169162.4,376.6875,CAPTURE,0,-1,0,0.05,4,0,0,10,1,11,1,0,165.8125,0,0,66.15625,0.296875,117.9063,5.71875,0,0,-1,0.8984218,1,1
544,-529993827,default,TRAIN,169163.5,169451.4,287.9688,CAPTURE,0,-1,0,0.05,3,0,0,1,0,14,8,0,104.2031,0,0,15.70313,0,129.4063,32.65625,0,0,-1,0.7897692,1,1
545,-529993827,default,TRAIN,169452.6,169923,470.4531,CAPTURE,0,-1,0,0.05,7,0,0,0,5,8,1,0,273.4531,0,0,0,44.57813,112.0781,15.01563,0,0,-1,1.09388,1,1
546,-529993827,default,TRAIN,169924,170501.2,577.2188,QUEST_COMPLETE,0,-1,0,0.05,9,1,0,7,13,9,3,0,317.3125,5.203125,0,75.25,15,121.6406,24.875,0,0,-1,0.4685827,1,1
547,-529993827,default,TRAIN,170502.3,170631.5,129.25,CAPTURE,0,-1,0,0.05,1,0,0,9,0,0,0,0,45.1875,0,0,53.65625,0,0,0,0,0,-1,1.076747,1,1
548,-529993827,default,TRAIN,170632.6,170684,51.39063,CAPTURE,0,-1,0,0.05,1,0,0,3,0,0,0,0,0,0,0,4.34375,0,0,0,0,0,-1,0.8361735,1,1
549,-529993827,default,TRAIN,170685.2,170998.5,313.3125,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,3,0,0,0,0,245.6875,0,0,42.48438,0,0,0,0,0,-1,0.5076906,1,1
550,-529993827,default,TRAIN,170999.5,171532.3,532.75,QUEST_COMPLETE,0,-1,0,0.05,8,0,0,13,6,2,8,0,260.5625,0,0,138.6719,1.8125,27.70313,44.1875,0,0,-1,0.2984321,1,1
551,-529993827,default,TRAIN,171533.3,171872.6,339.3281,CAPTURE,0,-1,0,0.05,8,0,0,9,15,0,0,0,288.6094,0,0,13.3125,4.359375,0,0,0,0,-1,0.4148835,1,1
552,-529993827,default,TRAIN,171873.7,172072.5,198.8125,CAPTURE,0,-1,0,0.05,4,0,0,0,0,0,0,0,129.3281,0,0,0,0,0,0,0,0,-1,0.5230978,1,1
553,-529993827,default,TRAIN,172073.7,172451.2,377.5469,CAPTURE,0,-1,0,0.05,5,1,0,9,0,3,4,0,193.0625,5.34375,0,76.65625,0,30.29688,23.75,0,0,-1,0.9006689,1,1
554,-529993827,default,TRAIN,172452.3,172783.9,331.5781,CAPTURE,0,-1,0,0.05,3,1,0,8,0,24,7,0,70.71875,5.140625,0,82.3125,0,139.8594,24.35938,0,0,-1,0.3541446,1,1
555,-529993827,default,TRAIN,172785,172833.3,48.375,CAPTURE,0,-1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.203512,1,1
556,-529993827,default,TRAIN,172834.5,173362.2,527.6875,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,9,0,0,0,0,394.6719,0,0,85.48438,0,0,0,0,0,-1,0.8538756,1,1
557,-529993827,default,TRAIN,173363.2,173886.2,522.9688,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,15,1,2,0,0,326.9688,0,0,142.5938,1.859375,22.73438,0,0,0,-1,0.4573027,1,1
558,-529993827,default,TRAIN,173887.3,174236.8,349.4844,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,10,11,3,7,0,113.25,0,0,95.15625,3.21875,37.90625,30.21875,0,0,-1,0.3640644,1,1
559,-529993827,default,TRAIN,174237.9,174731.3,493.4063,CAPTURE,0,-1,0,0.05,8,0,0,20,8,0,0,0,336.4844,0,0,89.79688,2.5,0,0,0,0,-1,0.6260989,1,1
560,-529993827,default,TRAIN,174732.5,174801.2,68.70313,CAPTURE,0,-1,0,0.05,1,0,0,1,10,0,0,0,0,0,0,4.921875,19.35938,0,0,0,0,-1,0.8068055,1,1
561,-529993827,default,TRAIN,174802.3,175025.7,223.4063,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,1,0,0,0,0,134.375,0,0,20.95313,0,0,0,0,0,-1,0.669111,1,1
562,-529993827,default,TRAIN,175026.7,175137.6,110.9063,CAPTURE,0,-1,0,0.05,3,0,0,0,0,0,0,0,86.45313,0,0,0,0,0,0,0,0,-1,0.5490317,1,1
563,-529993827,default,TRAIN,175138.8,175241.8,103.0313,CAPTURE,0,-1,0,0.05,3,0,0,3,0,0,0,0,84.46875,0,0,4.234375,0,0,0,0,0,-1,0.2761781,1,1
564,-529993827,default,TRAIN,175242.9,175352.9,109.9219,CAPTURE,0,-1,0,0.05,2,0,0,0,0,1,0,0,76.78125,0,0,0,0,0,0,0,0,-1,2.492854,1,1
565,-529993827,default,TRAIN,175354,175384.2,30.21875,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,4.78125,0,0,0,0,0,-1,1.57119,1,1
566,-529993827,default,TRAIN,175385.3,175767.5,382.1875,CAPTURE,0,-1,0,0.05,4,0,0,6,8,1,0,0,166.7031,0,0,94.48438,90.40625,0,0,0,0,-1,0.8496877,1,1
567,-529993827,default,TRAIN,175768.5,175818.2,49.625,CAPTURE,0,-1,0,0.05,1,0,0,1,0,0,0,0,0,0,0,4.234375,0,0,0,0,0,-1,1.401065,1,1
568,-529993827,default,TRAIN,175819.4,176307.9,488.5469,QUEST_COMPLETE,0,-1,0,0.05,10,0,0,13,8,0,0,0,422.9844,0,0,47.53125,2.4375,0,0,0,0,-1,0.6651459,1,1
569,-529993827,default,TRAIN,176309.1,176552.7,243.6094,CAPTURE,0,-1,0,0.05,6,0,0,0,0,0,0,0,218.0156,0,0,0,0,0,0,0,0,-1,0.7268621,1,1
570,-529993827,default,TRAIN,176554,176808.9,254.9375,CAPTURE,0,-1,0,0.05,6,0,0,1,0,0,0,0,202.5938,0,0,23.375,0,0,0,0,0,-1,0.4272721,1,1
571,-529993827,default,TRAIN,176810.3,176965.4,155.0781,CAPTURE,0,-1,0,0.05,4,0,0,0,0,0,0,0,129.7344,0,0,0,0,0,0,0,0,-1,0.6739634,1,1
572,-529993827,default,TRAIN,176966.6,177188.3,221.7656,CAPTURE,0,-1,0,0.05,5,0,0,0,1,0,0,0,162,0,0,0,0.34375,0,0,0,0,-1,0.6453341,1,1
573,-529993827,default,TRAIN,177189.4,177295.5,106.125,CAPTURE,0,-1,0,0.05,1,1,0,0,0,2,0,0,29.21875,5.1875,0,0,0,15.3125,0,0,0,-1,2.368541,1,1
574,-529993827,default,TRAIN,177296.7,177551,254.375,CAPTURE,0,-1,0,0.05,6,0,0,1,0,3,0,0,214.2188,0,0,4.265625,0,24.82813,0,0,0,-1,1.434394,1,1
575,-529993827,default,TRAIN,177552.2,177819.7,267.5469,CAPTURE,0,-1,0,0.05,7,0,0,0,0,2,0,0,223.1719,0,0,0,0,22.75,0,0,0,-1,1.062174,1,1
576,-529993827,default,TRAIN,177820.8,178312.6,491.8906,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,0,5,0,0,0,465.6094,0,0,0,1.21875,0,0,0,0,-1,1.216146,1,1
577,-529993827,default,TRAIN,178313.7,178389.5,75.875,CAPTURE,0,-1,0,0.05,2,0,0,0,0,0,0,0,45.03125,0,0,0,0,0,0,0,0,-1,0.4811097,1,1
578,-529993827,default,TRAIN,178390.5,179054,663.4531,CAPTURE,0,-1,0,0.05,14,0,0,2,8,1,1,0,586.3281,0,0,13.71875,2.390625,12.85938,13.4375,0,0,-1,0.7958866,1,1
579,-529993827,default,TRAIN,179055.2,179223.4,168.2188,CAPTURE,0,-1,0,0.05,4,0,0,1,1,0,0,0,126.75,0,0,13.46875,10.57813,0,0,0,0,-1,1.004072,1,1
580,-529993827,default,TRAIN,179224.5,179368.4,143.9063,CAPTURE,0,-1,0,0.05,1,0,0,0,7,6,2,0,20.95313,0,0,0,15.82813,64.10938,12.875,0,0,-1,1.049757,1,1
581,-529993827,default,TRAIN,179369.5,179928.7,559.25,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,2,0,3,0,0,430.5469,0,0,42.98438,0,39.15625,0,0,0,-1,0.8560101,1,1
582,-529993827,default,TRAIN,179929.7,180759.1,829.3438,QUEST_COMPLETE,0,-1,0,0.05,12,0,0,19,1,2,10,0,491.75,0,0,229.1875,1.84375,28.96875,60.17188,0,0,-1,0.5116357,1,1
583,-529993827,default,TRAIN,180760.1,180857.1,96.92188,CAPTURE,0,-1,0,0.05,2,0,0,0,0,1,0,0,36.85938,0,0,0,0,13.26563,0,0,0,-1,0.701601,1,1
584,-529993827,default,TRAIN,180858.1,181392.5,534.4375,QUEST_COMPLETE,0,-1,0,0.05,11,0,0,8,1,3,1,0,423.7656,0,0,30.75,4.296875,44.09375,9.828125,0,0,-1,0.4462736,1,1
585,-529993827,default,TRAIN,181393.7,181742.7,349.0469,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,1,1,0,2,0,247.6875,0,0,25.14063,0.28125,0,27.64063,0,0,-1,0.356515,1,1
586,-529993827,default,TRAIN,181743.9,182219.6,475.7344,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,4,17,0,4,0,264.625,0,0,69.65625,73.82813,0,40.6875,0,0,-1,0.642011,1,1
587,-529993827,default,TRAIN,182220.6,182278.4,57.73438,CAPTURE,0,-1,0,0.05,0,0,0,11,9,1,0,0,0,0,0,40.25,2.6875,0,0,0,0,-1,0.9126655,1,1
588,-529993827,default,TRAIN,182279.5,182721.7,442.1875,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,23,0,8,14,0,159.7969,0,0,190.6406,0,27.60938,63.03125,0,0,-1,0.5630476,1,1
589,-529993827,default,TRAIN,182722.9,183087.3,364.4063,CAPTURE,0,-1,0,0.05,5,0,0,26,4,0,2,0,180.625,0,0,117.3594,7.75,0,27.6875,0,0,-1,0.3415216,1,1
590,-529993827,default,TRAIN,183088.3,183539.6,451.2969,QUEST_COMPLETE,0,-1,0,0.05,6,0,0,10,14,8,2,0,247.5469,0,0,82.92188,4.359375,60.67188,25.73438,0,0,-1,0.3814745,1,1
591,-529993827,default,TRAIN,183540.7,184145,604.2969,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,28,16,3,5,0,335.1406,0,0,118.5625,6.4375,39.0625,65.5,0,0,-1,0.4176839,1,1
592,-529993827,default,TRAIN,184146,184505.9,359.875,QUEST_COMPLETE,0,-1,0,0.05,4,0,0,23,19,0,2,0,153.25,0,0,132.7344,19.8125,0,24.78125,0,0,-1,0.4610218,1,1
593,-529993827,default,TRAIN,184507.1,184897.5,390.3594,CAPTURE,0,-1,0,0.05,7,0,0,6,0,0,1,0,265.1563,0,0,55.98438,0,0,14.48438,0,0,-1,1.081543,1,1
594,-529993827,default,TRAIN,184898.7,185534,635.375,CAPTURE,0,-1,0,0.05,8,0,0,26,32,0,12,0,327.125,0,0,95.3125,117.2656,0,67.48438,0,0,-1,0.5650849,1,1
595,-529993827,default,TRAIN,185535,185609.9,74.85938,CAPTURE,0,-1,0,0.05,1,0,0,2,0,1,0,0,41.75,0,0,8.953125,0,0,0,0,0,-1,2.136095,1,1
596,-529993827,default,TRAIN,185611,185660.5,49.54688,CAPTURE,0,-1,0,0.05,1,0,0,10,0,0,0,0,0,0,0,14.70313,0,0,0,0,0,-1,0.7961322,1,1
597,-529993827,default,TRAIN,185661.7,185892.4,230.7031,CAPTURE,0,-1,0,0.05,5,0,0,0,1,0,1,0,163.4375,0,0,0,0.3125,0,15.21875,0,0,-1,0.2710989,1,1
598,-529993827,default,TRAIN,185893.8,185987.1,93.375,CAPTURE,0,-1,0,0.05,3,0,0,1,0,1,0,0,35.20313,0,0,7.8125,0,14.79688,0,0,0,-1,0.5761717,1,1
599,-529993827,default,TRAIN,185988.3,186394.1,405.8125,QUEST_COMPLETE,0,-1,0,0.05,9,0,0,4,0,0,2,0,308.4375,0,0,55.6875,0,0,29.625,0,0,-1,0.5835112,1,1
600,-529993827,default,TRAIN,186395.3,186827.9,432.6563,QUEST_COMPLETE,0,-1,0,0.05,7,0,0,12,9,0,1,0,247.8906,0,0,38.32813,87.45313,0,11.07813,0,0,-1,0.4970945,1,1
