Episode,Time,StateHash,Action,Reward,OldQ,NewQ,Delta
152,48452.0,144,HideSpotCheck,-0.80,-0.534,-0.585,-0.0506
152,48452.2,144,HideSpotCheck,-1.50,-0.585,-0.830,-0.2454
152,48495.1,144,Patrol,-0.05,-0.772,-0.492,0.2809
152,48509.0,122,SweepArea,-0.29,1.900,1.523,-0.3767
152,48525.5,122,SweepArea,-0.16,1.523,1.213,-0.3103
152,48542.1,122,SweepArea,-0.32,1.213,0.765,-0.4480
152,48548.3,116,AmbushHotChoke,-0.01,-0.059,-0.027,0.0328
152,48552.0,116,AmbushHotChoke,-0.19,-0.027,-0.054,-0.0280
152,48556.4,116,AmbushHotChoke,-0.19,-0.054,-0.077,-0.0223
152,48560.2,116,AmbushHotChoke,-0.29,-0.077,-0.120,-0.0432
152,48565.2,116,SweepArea,0.95,-0.118,0.226,0.3431
152,48567.6,116,SweepArea,0.93,0.226,0.455,0.2299
152,48567.9,116,SweepArea,1.07,0.455,0.660,0.2046
152,48568.2,116,SweepArea,0.82,0.660,0.727,0.0669
152,48568.6,116,SweepArea,0.72,0.727,0.742,0.0153
152,48569.0,116,SweepArea,0.61,0.742,0.721,-0.0211
152,48569.3,116,SweepArea,-0.09,0.721,0.495,-0.2260
152,48569.6,116,SweepArea,-0.34,0.495,0.261,-0.2343
152,48569.9,116,SweepArea,-0.60,0.261,0.021,-0.2402
152,48570.2,116,SweepArea,-0.85,0.021,-0.224,-0.2443
152,48570.5,116,SweepArea,-1.10,-0.224,-0.471,-0.2472
152,48570.8,116,SweepArea,-1.36,-0.471,-0.720,-0.2492
152,48571.2,116,SweepArea,-1.61,-0.720,-0.971,-0.2508
152,48571.5,116,SweepArea,-1.86,-0.971,-1.223,-0.2517
152,48571.8,116,SweepArea,-2.12,-1.223,-1.475,-0.2524
152,48572.2,116,SweepArea,-2.37,-1.475,-1.728,-0.2533
152,48572.5,116,SweepArea,-2.62,-1.728,-1.982,-0.2534
152,48572.8,116,SweepArea,-2.88,-1.982,-2.235,-0.2535
152,48573.1,116,SweepArea,-3.13,-2.235,-2.489,-0.2536
152,48573.4,116,SweepArea,-3.38,-2.489,-2.743,-0.2536
152,48573.7,116,SweepArea,-3.64,-2.743,-2.996,-0.2537
152,48574.0,116,SweepArea,-3.89,-2.996,-3.250,-0.2537
152,48574.3,116,SweepArea,-4.14,-3.250,-3.504,-0.2537
152,48574.6,116,SweepArea,-4.39,-3.504,-3.757,-0.2537
152,48575.0,116,SweepArea,-4.45,-3.757,-3.951,-0.1938
152,48575.3,116,SweepArea,-4.70,-3.951,-4.163,-0.2121
152,48575.6,116,SweepArea,-4.95,-4.163,-4.388,-0.2246
152,48575.9,116,SweepArea,-5.21,-4.388,-4.621,-0.2333
152,48576.2,116,SweepArea,-5.46,-4.621,-4.860,-0.2394
152,48576.5,116,SweepArea,-5.71,-4.860,-5.104,-0.2437
152,48576.8,116,SweepArea,-5.97,-5.104,-5.351,-0.2467
152,48577.2,116,SweepArea,-6.22,-5.351,-5.600,-0.2488
152,48577.5,116,SweepArea,-6.47,-5.600,-5.850,-0.2504
152,48577.9,116,SweepArea,-6.73,-5.850,-6.102,-0.2515
152,48578.3,116,SweepArea,-6.98,-6.102,-6.354,-0.2527
152,48578.7,116,SweepArea,-7.23,-6.354,-6.607,-0.2531
152,48579.0,116,SweepArea,-7.49,-6.607,-6.861,-0.2533
152,48579.3,116,SweepArea,-7.74,-6.861,-7.114,-0.2535
152,48579.7,116,SweepArea,-7.99,-7.114,-7.368,-0.2537
152,48580.0,116,SweepArea,-8.25,-7.368,-7.622,-0.2538
152,48580.4,116,SweepArea,-8.50,-7.622,-7.876,-0.2539
152,48580.7,116,SweepArea,-8.75,-7.876,-8.129,-0.2539
152,48581.0,116,SweepArea,-9.01,-8.129,-8.383,-0.2538
152,48581.4,116,SweepArea,-9.26,-8.383,-8.637,-0.2540
152,48581.7,116,SweepArea,-9.52,-8.637,-8.891,-0.2539
152,48582.0,116,SweepArea,-9.77,-8.891,-9.145,-0.2538
152,48582.3,116,SweepArea,-10.02,-9.145,-9.399,-0.2537
152,48582.6,116,SweepArea,-10.27,-9.399,-9.652,-0.2537
152,48583.0,116,SweepArea,10.00,-9.652,-3.757,5.8957
153,48583.0,116,SweepArea,-0.38,-3.757,-2.734,1.0226
153,48583.3,124,Patrol,1.20,0.095,0.455,0.3593
153,48583.7,124,Patrol,1.20,0.455,0.706,0.2510
153,48584.0,124,Patrol,1.19,0.706,0.878,0.1722
153,48584.5,124,Patrol,-0.47,0.878,0.495,-0.3827
153,48589.8,90,SweepArea,-0.20,-0.090,-0.101,-0.0116
153,48634.9,144,Patrol,-0.80,-0.492,-0.581,-0.0899
153,48646.3,144,Patrol,1.04,-0.581,-0.082,0.4995
153,48646.6,144,Patrol,-0.46,-0.082,-0.082,-0.0003
153,48651.9,74,InvestigateLastHeard,-0.01,0.685,0.496,-0.1887
153,48657.7,114,AmbushHotChoke,-0.21,-0.180,-0.168,0.0116
153,48660.9,114,AmbushHotChoke,-0.18,-0.168,-0.149,0.0189
153,48664.2,114,AmbushHotChoke,-0.18,-0.149,-0.137,0.0129
153,48667.2,114,AmbushHotChoke,-0.10,-0.137,-0.103,0.0333
153,48669.8,114,AmbushHotChoke,-0.38,-0.103,-0.161,-0.0582
153,48683.8,114,HeatSweep,0.01,-0.183,-0.111,0.0721
153,48716.0,144,Patrol,-0.06,-0.082,-0.073,0.0096
153,48729.5,128,HeatSweep,0.09,-0.254,-0.139,0.1143
153,48743.5,128,HeatSweep,-0.29,-0.139,-0.174,-0.0349
153,48756.7,128,HeatSweep,-0.06,-0.174,-0.129,0.0455
153,48771.7,128,HeatSweep,-0.54,-0.129,-0.161,-0.0319
153,48772.0,98,HideSpotCheck,-0.50,0.665,0.512,-0.1530
153,48772.3,98,HideSpotCheck,-0.50,0.512,0.225,-0.2869
153,48779.0,152,SweepArea,0.08,-0.083,-0.018,0.0647
153,48788.4,128,HeatSweep,0.06,-0.161,-0.083,0.0778
153,48796.1,128,HeatSweep,10.00,-0.083,2.942,3.0249
154,48798.9,128,HeatSweep,0.05,2.942,2.090,-0.8517
154,48843.8,144,Patrol,-0.05,-0.073,-0.063,0.0100
154,48889.0,126,Patrol,-0.77,-0.179,-0.355,-0.1758
154,48934.1,144,Patrol,-0.95,-0.063,-0.326,-0.2636
154,48976.4,144,Patrol,-0.17,-0.326,-0.275,0.0510
154,48989.7,108,SweepArea,-0.28,-0.178,-0.196,-0.0175
154,49034.9,108,Patrol,-0.80,-0.705,-0.732,-0.0275
155,49080.1,145,Patrol,-0.80,-0.479,-0.573,-0.0939
155,49119.5,144,Patrol,0.05,-0.275,-0.172,0.1030
155,49164.7,126,Patrol,-0.88,-0.355,-0.511,-0.1560
155,49209.7,126,Patrol,-0.97,-0.511,-0.646,-0.1357
155,49210.0,126,HideSpotCheck,-0.50,-0.627,-0.560,0.0670
155,49210.3,126,HideSpotCheck,-0.50,-0.560,-0.513,0.0470
155,49210.7,126,HideSpotCheck,-0.50,-0.513,-0.480,0.0329
155,49216.5,126,HideSpotCheck,0.09,-0.480,-0.286,0.1935
155,49261.5,126,Patrol,-0.86,-0.646,-0.707,-0.0603
155,49276.6,108,SweepArea,-0.30,-0.196,-0.214,-0.0188
155,49289.5,108,SweepArea,10.00,-0.214,2.850,3.0643
156,49301.8,108,SweepArea,-0.60,2.850,1.822,-1.0275
156,49304.7,144,HideSpotCheck,0.22,-0.830,-0.489,0.3410
156,49349.7,144,Patrol,-0.80,-0.172,-0.358,-0.1854
156,49380.6,144,Patrol,0.86,-0.358,0.013,0.3705
157,49381.4,144,Patrol,-0.67,0.013,-0.068,-0.0811
157,49382.1,128,HeatSweep,1.00,2.090,1.791,-0.2996
157,49382.5,128,HeatSweep,0.99,1.791,1.577,-0.2133
157,49382.9,128,HeatSweep,-0.36,1.577,1.015,-0.5624
157,49387.3,90,SweepArea,-0.19,-0.101,-0.105,-0.0040
157,49427.9,144,Patrol,0.74,-0.068,0.178,0.2467
158,49428.6,144,Patrol,-0.76,0.178,-0.101,-0.2792
158,49443.6,114,HeatSweep,-0.50,-0.111,-0.214,-0.1032
158,49477.1,144,Patrol,0.81,-0.101,0.178,0.2793
158,49482.5,144,Patrol,-0.81,0.178,-0.115,-0.2938
158,49487.7,86,InvestigateLastHeard,0.14,0.099,0.131,0.0315
158,49502.8,130,HeatSweep,-0.50,-0.044,-0.170,-0.1251
158,49513.4,130,AmbushHotChoke,0.00,-0.138,0.016,0.1532
158,49525.5,120,HideSpotCheck,10.00,0.067,3.048,2.9814
159,49526.2,120,HideSpotCheck,0.42,3.048,2.735,-0.3134
159,49541.4,120,HideSpotCheck,-0.50,2.735,1.777,-0.9575
159,49545.7,126,HideSpotCheck,0.38,-0.286,-0.064,0.2222
159,49547.6,126,HideSpotCheck,0.13,-0.064,0.021,0.0851
159,49592.8,126,Patrol,-0.85,-0.707,-0.696,0.0106
159,49605.9,108,SweepArea,-0.28,1.822,1.472,-0.3507
159,49621.4,108,SweepArea,-0.16,1.472,1.183,-0.2890
159,49636.6,108,HideSpotCheck,-0.64,-0.324,-0.255,0.0685
159,49651.0,108,SweepArea,-0.29,1.183,0.910,-0.2732
159,49667.1,108,SweepArea,-0.31,0.910,0.556,-0.3534
159,49712.2,126,Patrol,-0.80,-0.696,-0.724,-0.0284
159,49750.9,144,Patrol,0.01,-0.115,-0.073,0.0420
159,49762.1,130,AmbushHotChoke,-0.11,0.016,0.024,0.0087
159,49775.3,158,HideSpotCheck,0.30,0.275,0.326,0.0506
159,49790.3,158,HideSpotCheck,-0.65,0.326,0.078,-0.2475
159,49805.3,158,HideSpotCheck,-0.64,0.078,-0.123,-0.2008
159,49822.3,158,SweepArea,-0.17,0.070,0.005,-0.0644
159,49838.8,152,SweepArea,-0.31,-0.018,-0.100,-0.0818
159,49844.7,152,HeatSweep,10.00,-0.086,2.940,3.0257
160,49853.8,152,HeatSweep,-0.50,2.940,1.922,-1.0183
160,49892.7,144,Patrol,0.01,-0.073,-0.025,0.0482
160,49906.4,108,SweepArea,-0.29,0.556,0.318,-0.2383
160,49951.4,144,Patrol,-0.80,-0.025,-0.255,-0.2296
160,49955.0,126,HideSpotCheck,0.21,0.021,0.104,0.0826
160,49956.8,126,HideSpotCheck,0.23,0.104,0.170,0.0667
160,49958.7,126,HideSpotCheck,0.23,0.170,0.235,0.0647
160,49960.5,126,HideSpotCheck,0.13,0.235,0.268,0.0329
160,49962.6,126,HideSpotCheck,0.03,0.268,0.269,0.0008
160,49964.4,126,HideSpotCheck,-0.07,0.269,0.241,-0.0277
160,49966.2,126,HideSpotCheck,-0.77,0.241,0.004,-0.2368
160,49968.1,126,HideSpotCheck,-1.02,0.004,-0.276,-0.2800
160,49970.0,126,HideSpotCheck,-1.27,-0.276,-0.547,-0.2709
160,49971.9,126,HideSpotCheck,-1.52,-0.547,-0.812,-0.2651
160,50017.0,126,Patrol,-0.86,-0.724,-0.755,-0.0303
160,50031.9,108,SweepArea,-0.30,0.318,0.177,-0.1406
160,50055.3,108,SweepArea,-0.08,0.177,0.108,-0.0695
160,50060.1,126,SweepArea,1.15,-0.736,-0.149,0.5870
160,50061.0,126,SweepArea,-0.53,-0.149,-0.153,-0.0042
160,50077.8,74,SweepArea,-0.22,0.011,-0.045,-0.0561
160,50106.8,144,Patrol,-0.19,-0.255,-0.229,0.0262
160,50151.6,144,Patrol,-0.16,-0.229,-0.178,0.0510
160,50164.6,128,HeatSweep,0.02,1.015,0.872,-0.1427
160,50178.1,128,HeatSweep,-0.11,0.872,0.708,-0.1644
160,50191.4,128,HeatSweep,-0.11,0.708,0.476,-0.2321
160,50236.7,76,Patrol,-0.95,0.087,-0.211,-0.2977
160,50251.8,128,HeatSweep,-0.55,0.476,0.179,-0.2967
160,50256.4,114,AmbushHotChoke,-0.01,-0.161,-0.094,0.0678
160,50260.1,114,AmbushHotChoke,-0.19,-0.094,-0.099,-0.0056
160,50263.4,114,AmbushHotChoke,-0.18,-0.099,-0.102,-0.0023
160,50266.0,114,AmbushHotChoke,-0.28,-0.102,-0.130,-0.0287
160,50270.2,114,HideSpotCheck,0.21,-0.251,-0.091,0.1595
160,50270.8,114,HideSpotCheck,1.00,-0.091,0.255,0.3461
160,50273.8,114,HideSpotCheck,0.96,0.255,0.483,0.2285
160,50274.1,114,HideSpotCheck,0.86,0.483,0.612,0.1288
160,50274.5,114,HideSpotCheck,0.76,0.612,0.679,0.0668
160,50274.9,114,HideSpotCheck,0.65,0.679,0.694,0.0154
160,50275.2,114,HideSpotCheck,-0.05,0.694,0.494,-0.2006
160,50275.5,114,HideSpotCheck,-0.30,0.494,0.277,-0.2167
160,50275.8,114,HideSpotCheck,-0.56,0.277,0.049,-0.2279
160,50276.1,114,HideSpotCheck,-0.81,0.049,-0.187,-0.2358
160,50276.4,114,HideSpotCheck,-1.06,-0.187,-0.428,-0.2413
160,50276.7,114,HideSpotCheck,-1.32,-0.428,-0.673,-0.2453
160,50277.1,114,HideSpotCheck,-1.57,-0.673,-0.921,-0.2481
160,50277.5,114,HideSpotCheck,-1.82,-0.921,-1.172,-0.2502
160,50277.8,114,HideSpotCheck,-2.08,-1.172,-1.423,-0.2514
160,50278.1,114,HideSpotCheck,-2.33,-1.423,-1.675,-0.2523
160,50278.4,114,HideSpotCheck,-2.58,-1.675,-1.928,-0.2528
160,50278.7,114,HideSpotCheck,-2.84,-1.928,-2.181,-0.2532
160,50279.0,114,HideSpotCheck,-3.09,-2.181,-2.435,-0.2535
160,50279.4,114,HideSpotCheck,-3.34,-2.435,-2.689,-0.2537
160,50279.7,114,HideSpotCheck,-3.60,-2.689,-2.942,-0.2538
160,50280.1,114,HideSpotCheck,-3.85,-2.942,-3.197,-0.2543
160,50280.5,114,HideSpotCheck,-3.90,-3.197,-3.391,-0.1945
160,50280.8,114,HideSpotCheck,-4.16,-3.391,-3.604,-0.2124
160,50281.1,114,HideSpotCheck,-4.41,-3.604,-3.829,-0.2249
160,50281.4,114,HideSpotCheck,-4.66,-3.829,-4.062,-0.2336
160,50281.7,114,HideSpotCheck,-4.92,-4.062,-4.302,-0.2397
160,50282.0,114,HideSpotCheck,-5.17,-4.302,-4.546,-0.2440
160,50282.3,114,HideSpotCheck,-5.42,-4.546,-4.793,-0.2469
160,50282.6,114,HideSpotCheck,-5.67,-4.793,-5.042,-0.2491
160,50283.0,114,HideSpotCheck,-5.93,-5.042,-5.293,-0.2505
160,50283.3,114,HideSpotCheck,-6.18,-5.293,-5.544,-0.2515
160,50283.6,114,HideSpotCheck,10.00,-5.544,-0.881,4.6632
161,50283.6,114,HideSpotCheck,-0.28,-0.881,-0.575,0.3060
161,50284.1,122,HeatSweep,1.20,0.847,0.982,0.1348
161,50284.4,122,HeatSweep,1.20,0.982,1.075,0.0939
161,50284.7,122,HeatSweep,1.19,1.075,1.138,0.0621
161,50285.1,122,HeatSweep,-0.46,1.138,0.677,-0.4604
161,50286.5,90,SweepArea,-0.16,-0.105,-0.103,0.0028
161,50288.1,90,SweepArea,-0.17,-0.103,-0.102,0.0008
161,50289.5,90,SweepArea,-0.16,-0.102,-0.093,0.0091
162,50334.6,144,Patrol,-0.80,-0.178,-0.362,-0.1842
162,50337.4,144,HideSpotCheck,0.38,-0.489,-0.202,0.2870
162,50339.3,144,HideSpotCheck,0.23,-0.202,-0.045,0.1568
162,50341.3,144,HideSpotCheck,0.23,-0.045,0.064,0.1092
162,50343.3,144,HideSpotCheck,0.13,0.064,0.111,0.0469
162,50345.2,144,HideSpotCheck,0.03,0.111,0.117,0.0061
162,50347.3,144,HideSpotCheck,-0.07,0.117,0.092,-0.0249
162,50350.3,144,HideSpotCheck,-0.78,0.092,-0.144,-0.2363
162,50352.3,144,HideSpotCheck,-1.02,-0.144,-0.380,-0.2359
162,50397.4,144,Patrol,-0.73,-0.362,-0.469,-0.1067
162,50405.9,108,SweepArea,-0.24,0.108,0.024,-0.0839
162,50407.9,144,HideSpotCheck,0.23,-0.380,-0.170,0.2100
162,50412.1,144,SweepArea,-0.19,-1.267,-0.921,0.3462
162,50413.9,144,HideSpotCheck,0.23,-0.170,-0.022,0.1475
162,50415.9,144,HideSpotCheck,0.23,-0.022,0.080,0.1027
162,50417.7,144,HideSpotCheck,0.23,0.080,0.153,0.0725
162,50419.7,144,HideSpotCheck,0.13,0.153,0.187,0.0344
162,50421.7,144,HideSpotCheck,0.03,0.187,0.191,0.0037
162,50423.6,144,HideSpotCheck,-0.07,0.191,0.165,-0.0259
162,50425.5,144,HideSpotCheck,-0.77,0.165,-0.070,-0.2355
162,50427.6,144,HideSpotCheck,-1.02,-0.070,-0.329,-0.2586
162,50429.5,144,HideSpotCheck,-1.27,-0.329,-0.584,-0.2549
162,50474.6,144,Patrol,-0.88,-0.469,-0.588,-0.1192
162,50483.6,108,SweepArea,-0.24,0.024,-0.037,-0.0606
162,50485.5,144,HideSpotCheck,0.23,-0.584,-0.312,0.2717
162,50487.3,144,HideSpotCheck,0.23,-0.312,-0.122,0.1899
162,50489.2,144,HideSpotCheck,0.23,-0.122,0.011,0.1329
162,50491.2,144,HideSpotCheck,0.13,0.011,0.073,0.0626
162,50493.3,144,HideSpotCheck,0.03,0.073,0.087,0.0134
162,50495.1,144,HideSpotCheck,-0.07,0.087,0.067,-0.0195
162,50497.1,144,HideSpotCheck,-0.77,0.067,-0.157,-0.2242
162,50542.3,144,Patrol,-0.88,-0.588,-0.672,-0.0841
162,50551.6,108,SweepArea,-0.24,-0.037,-0.080,-0.0433
162,50553.5,144,HideSpotCheck,0.23,-0.157,-0.014,0.1434
162,50555.3,144,HideSpotCheck,0.23,-0.014,0.087,0.1007
162,50557.2,144,HideSpotCheck,0.23,0.087,0.157,0.0701
162,50559.3,144,HideSpotCheck,0.13,0.157,0.191,0.0336
162,50561.3,144,HideSpotCheck,0.03,0.191,0.194,0.0034
162,50563.2,144,HideSpotCheck,-0.07,0.194,0.168,-0.0261
162,50565.3,144,HideSpotCheck,-0.77,0.168,-0.068,-0.2364
162,50567.4,144,HideSpotCheck,-1.02,-0.068,-0.327,-0.2589
162,50569.3,144,HideSpotCheck,-1.27,-0.327,-0.583,-0.2557
162,50571.2,144,HideSpotCheck,-1.52,-0.583,-0.837,-0.2538
162,50616.3,144,Patrol,-0.93,-0.672,-0.746,-0.0741
162,50661.3,144,Patrol,-0.80,-0.746,-0.759,-0.0133
162,50689.7,144,Patrol,0.17,-0.759,-0.473,0.2864
162,50733.3,144,Patrol,-0.14,-0.473,-0.369,0.1042
162,50748.3,126,SweepArea,-0.30,-0.153,-0.183,-0.0304
162,50764.4,126,SweepArea,-0.31,-0.183,-0.212,-0.0289
162,50780.9,127,SweepArea,-0.16,-0.111,-0.117,-0.0062
162,50797.4,127,SweepArea,-0.42,-0.117,-0.197,-0.0802
162,50813.7,127,SweepArea,-0.51,-0.197,-0.282,-0.0850
163,50858.9,127,Patrol,-0.80,-0.338,-0.475,-0.1364
163,50898.7,144,Patrol,0.15,-0.369,-0.210,0.1590
163,50918.7,108,SweepArea,-0.35,-0.080,-0.150,-0.0704
163,50935.3,144,SweepArea,-0.02,-0.921,-0.637,0.2841
163,50945.0,126,SweepArea,-0.25,-0.212,-0.205,0.0078
163,50953.4,126,SweepArea,-0.18,-0.205,-0.179,0.0255
163,50962.2,126,SweepArea,-0.29,-0.179,-0.193,-0.0136
163,50971.3,126,SweepArea,-0.39,-0.193,-0.233,-0.0404
163,50980.5,126,SweepArea,-1.24,-0.233,-0.517,-0.2841
163,50989.6,126,SweepArea,-1.34,-0.517,-0.746,-0.2286
163,50998.3,126,SweepArea,-1.74,-0.746,-1.024,-0.2783
163,51027.5,126,Patrol,0.11,-0.755,-0.489,0.2655
163,51072.6,126,Patrol,-0.88,-0.489,-0.604,-0.1149
163,51088.4,144,Patrol,0.84,-0.210,0.119,0.3285
163,51091.1,144,Patrol,-0.66,0.119,-0.106,-0.2243
163,51104.8,67,SweepArea,-0.29,0.074,-0.027,-0.1006
163,51133.8,145,Patrol,-0.19,-0.573,-0.431,0.1425
163,51134.1,131,HideSpotCheck,-0.50,0.409,0.257,-0.1520
163,51134.4,131,HideSpotCheck,-0.50,0.257,0.106,-0.1511
163,51134.8,131,HideSpotCheck,-0.50,0.106,-0.045,-0.1505
163,51135.0,131,HideSpotCheck,-0.60,-0.045,-0.186,-0.1417
163,51150.3,131,AmbushHotChoke,-0.64,-0.116,-0.265,-0.1494
163,51195.3,145,Patrol,-0.70,-0.431,-0.511,-0.0800
163,51199.8,75,InvestigateLastHeard,0.14,0.069,0.102,0.0331
163,51209.5,151,AmbushHotChoke,-0.25,-0.029,0.187,0.2157
163,51217.0,129,HeatSweep,0.15,1.539,1.138,-0.4016
163,51224.0,137,AmbushHotChoke,-0.22,0.006,-0.034,-0.0406
163,51228.3,111,HideSpotCheck,-5.00,0.130,-1.409,-1.5389
164,51239.1,111,HideSpotCheck,-0.50,-1.409,-1.123,0.2861
164,51278.6,144,Patrol,0.15,-0.106,-0.024,0.0812
164,51292.2,108,SweepArea,-0.29,-0.150,-0.177,-0.0261
164,51337.5,126,Patrol,-0.77,-0.604,-0.650,-0.0457
164,51382.6,126,Patrol,-0.89,-0.650,-0.719,-0.0691
164,51398.1,108,SweepArea,-0.30,-0.177,-0.202,-0.0258
164,51413.8,108,SweepArea,-0.15,-0.202,-0.175,0.0269
164,51430.1,108,SweepArea,-0.31,-0.175,-0.205,-0.0293
164,51447.1,108,SweepArea,-0.42,-0.205,-0.257,-0.0521
164,51492.8,126,Patrol,-0.66,-0.719,-0.680,0.0392
164,51502.4,82,HeatSweep,0.05,0.715,0.535,-0.1800
164,51547.5,144,Patrol,-0.80,-0.024,-0.254,-0.2299
164,51584.7,144,Patrol,0.16,-0.254,-0.044,0.2101
164,51594.9,152,HeatSweep,0.05,1.922,1.377,-0.5452
164,51608.9,146,HeatSweep,-0.29,-0.002,0.113,0.1149
164,51622.9,152,HeatSweep,-0.02,1.377,0.975,-0.4015
164,51638.8,146,SweepArea,-0.12,-0.094,0.029,0.1233
164,51653.8,152,HeatSweep,-0.65,0.975,0.623,-0.3520
164,51662.2,152,HeatSweep,0.07,0.623,0.475,-0.1481
164,51689.9,144,Patrol,0.02,-0.044,0.010,0.0546
164,51699.4,152,HeatSweep,-0.24,0.475,0.277,-0.1977
164,51727.1,144,Patrol,0.02,0.010,0.034,0.0232
164,51770.7,152,Patrol,-0.05,-0.246,-0.179,0.0669
164,51784.9,152,HeatSweep,0.01,0.277,0.212,-0.0647
164,51799.6,146,HeatSweep,0.00,0.113,0.107,-0.0053
164,51813.4,152,HeatSweep,-0.29,0.212,0.078,-0.1341
164,51822.6,146,HeatSweep,-0.04,0.107,0.082,-0.0250
164,51831.6,146,HeatSweep,-0.21,0.082,0.014,-0.0684
164,51833.5,146,SweepArea,10.00,0.029,3.020,2.9913
165,51856.7,146,SweepArea,-0.60,3.020,1.942,-1.0781
166,51864.0,144,Patrol,1.08,0.034,0.365,0.3310
166,51864.3,144,Patrol,-0.54,0.365,0.194,-0.1707
166,51866.7,74,InvestigateLastHeard,0.13,0.496,0.405,-0.0918
166,51871.8,90,SweepArea,-0.20,-0.093,-0.080,0.0123
166,51912.9,144,Patrol,-0.01,0.194,0.136,-0.0582
166,51926.7,108,HideSpotCheck,0.11,-0.255,-0.131,0.1240
166,51937.6,108,HideSpotCheck,0.14,-0.131,-0.033,0.0979
166,51946.2,108,HideSpotCheck,0.32,-0.033,0.091,0.1241
166,51946.6,108,HideSpotCheck,0.90,0.091,0.359,0.2681
166,51946.9,108,HideSpotCheck,0.80,0.359,0.518,0.1592
166,51949.8,108,HideSpotCheck,0.81,0.518,0.630,0.1117
166,51950.1,108,HideSpotCheck,-0.04,0.630,0.452,-0.1782
166,51950.4,108,HideSpotCheck,-0.29,0.452,0.248,-0.2039
166,51950.8,108,HideSpotCheck,-0.55,0.248,0.029,-0.2191
166,51951.1,108,HideSpotCheck,-0.80,0.029,-0.201,-0.2296
166,51951.4,108,HideSpotCheck,-1.05,-0.201,-0.438,-0.2369
166,51951.7,108,HideSpotCheck,-1.30,-0.438,-0.680,-0.2421
166,51952.0,108,HideSpotCheck,-1.56,-0.680,-0.926,-0.2456
166,51952.3,108,HideSpotCheck,-1.81,-0.926,-1.174,-0.2482
166,51952.7,108,HideSpotCheck,-2.06,-1.174,-1.424,-0.2502
166,51953.0,108,HideSpotCheck,-2.32,-1.424,-1.675,-0.2513
166,51953.3,108,HideSpotCheck,-2.57,-1.675,-1.927,-0.2521
166,51953.6,108,HideSpotCheck,-2.82,-1.927,-2.180,-0.2526
166,51953.9,108,HideSpotCheck,-3.08,-2.180,-2.433,-0.2530
166,51954.2,108,HideSpotCheck,-3.33,-2.433,-2.686,-0.2533
166,51954.5,108,HideSpotCheck,-3.58,-2.686,-2.940,-0.2534
166,51954.8,108,HideSpotCheck,-3.84,-2.940,-3.193,-0.2535
166,51955.1,108,HideSpotCheck,-4.09,-3.193,-3.447,-0.2536
166,51955.4,108,HideSpotCheck,-4.34,-3.447,-3.701,-0.2536
166,51955.8,108,HideSpotCheck,-4.60,-3.701,-3.954,-0.2539
166,51956.1,108,HideSpotCheck,-4.85,-3.954,-4.208,-0.2539
166,51956.4,108,HideSpotCheck,-5.10,-4.208,-4.462,-0.2539
166,51956.7,108,HideSpotCheck,-5.15,-4.462,-4.656,-0.1938
166,51957.0,108,HideSpotCheck,-5.41,-4.656,-4.868,-0.2119
166,51957.3,108,HideSpotCheck,-5.66,-4.868,-5.092,-0.2245
166,51957.6,108,HideSpotCheck,-5.91,-5.092,-5.326,-0.2332
166,51957.9,108,HideSpotCheck,-6.17,-5.326,-5.565,-0.2394
166,51958.3,108,HideSpotCheck,-6.42,-5.565,-5.809,-0.2437
166,51958.6,108,HideSpotCheck,-6.67,-5.809,-6.055,-0.2467
166,51958.9,108,HideSpotCheck,-6.93,-6.055,-6.304,-0.2491
